candidate_id,region_id,case_id,family,operator,optimization,source_type,grammar_family,classification,proof_scope,canonical_form,rtl_text,candidate_rtl_cost,input_gate_count,reduction_rate,reduction_rate_ge_70,formal_runtime,selection_rank
bitmanip_shift_left_w4__rewrite__whole_output_cone__cand_0019,bitmanip_shift_left_w4__rewrite__whole_output_cone,bitmanip_shift_left_w4,bitmanip,shift_left,rewrite,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"shl<4,unsigned>(a)",(a << 1),1,4,75.000000,true,0.000163,1
bitmanip_shift_left_w6__identity__ground_truth_region__cand_0019,bitmanip_shift_left_w6__identity__ground_truth_region,bitmanip_shift_left_w6,bitmanip,shift_left,identity,ground_truth_region,bitmanip_direct,exact_syntactic_match,region,"shl<6,unsigned>(a)",(a << 1),1,6,83.333333,true,0.009373,1
bitmanip_shift_left_w6__identity__whole_output_cone__cand_0019,bitmanip_shift_left_w6__identity__whole_output_cone,bitmanip_shift_left_w6,bitmanip,shift_left,identity,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"shl<6,unsigned>(a)",(a << 1),1,6,83.333333,true,0.009478,1
bitmanip_shift_left_w8__identity__ground_truth_region__cand_0019,bitmanip_shift_left_w8__identity__ground_truth_region,bitmanip_shift_left_w8,bitmanip,shift_left,identity,ground_truth_region,bitmanip_direct,exact_syntactic_match,region,"shl<8,unsigned>(a)",(a << 1),1,8,87.500000,true,0.218701,1
bitmanip_shift_left_w8__identity__whole_output_cone__cand_0019,bitmanip_shift_left_w8__identity__whole_output_cone,bitmanip_shift_left_w8,bitmanip,shift_left,identity,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"shl<8,unsigned>(a)",(a << 1),1,8,87.500000,true,0.221451,1
bitmanip_shift_right_w2__balance__whole_output_cone__cand_0019,bitmanip_shift_right_w2__balance__whole_output_cone,bitmanip_shift_right_w2,bitmanip,shift_right,balance,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_and<2,unsigned>(a)",(a & 2'd0),1,4,75.000000,true,0.000208,1
bitmanip_shift_right_w2__compress2rs__whole_output_cone__cand_0022,bitmanip_shift_right_w2__compress2rs__whole_output_cone,bitmanip_shift_right_w2,bitmanip,shift_right,compress2rs,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<2,unsigned>(a)",(a ^ 2'd0),1,2,50.000000,false,0.000064,1
bitmanip_shift_right_w2__dc2__whole_output_cone__cand_0022,bitmanip_shift_right_w2__dc2__whole_output_cone,bitmanip_shift_right_w2,bitmanip,shift_right,dc2,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<2,unsigned>(a)",(a ^ 2'd0),1,2,50.000000,false,0.000057,1
bitmanip_shift_right_w2__identity__ground_truth_region__cand_0017,bitmanip_shift_right_w2__identity__ground_truth_region,bitmanip_shift_right_w2,bitmanip,shift_right,identity,ground_truth_region,bitmanip_direct,exact_syntactic_match,region,"lshr<2,unsigned>(a)",(a >> 1),1,2,50.000000,false,0.000120,1
bitmanip_shift_right_w2__identity__whole_output_cone__cand_0017,bitmanip_shift_right_w2__identity__whole_output_cone,bitmanip_shift_right_w2,bitmanip,shift_right,identity,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"lshr<2,unsigned>(a)",(a >> 1),1,2,50.000000,false,0.000097,1
bitmanip_shift_right_w2__refactor__whole_output_cone__cand_0022,bitmanip_shift_right_w2__refactor__whole_output_cone,bitmanip_shift_right_w2,bitmanip,shift_right,refactor,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<2,unsigned>(a)",(a ^ 2'd0),1,2,50.000000,false,0.000057,1
bitmanip_shift_right_w2__resub__whole_output_cone__cand_0021,bitmanip_shift_right_w2__resub__whole_output_cone,bitmanip_shift_right_w2,bitmanip,shift_right,resub,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<2,unsigned>(a)",(a | 2'd0),1,2,50.000000,false,0.000056,1
bitmanip_shift_right_w2__resyn2__whole_output_cone__cand_0021,bitmanip_shift_right_w2__resyn2__whole_output_cone,bitmanip_shift_right_w2,bitmanip,shift_right,resyn2,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<2,unsigned>(a)",(a | 2'd0),1,2,50.000000,false,0.000056,1
bitmanip_shift_right_w2__resyn__whole_output_cone__cand_0019,bitmanip_shift_right_w2__resyn__whole_output_cone,bitmanip_shift_right_w2,bitmanip,shift_right,resyn,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_and<2,unsigned>(a)",(a & 2'd0),1,4,75.000000,true,0.000110,1
bitmanip_shift_right_w2__rewrite__whole_output_cone__cand_0019,bitmanip_shift_right_w2__rewrite__whole_output_cone,bitmanip_shift_right_w2,bitmanip,shift_right,rewrite,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_and<2,unsigned>(a)",(a & 2'd0),1,4,75.000000,true,0.000108,1
bitmanip_shift_right_w3__balance__whole_output_cone__cand_0025,bitmanip_shift_right_w3__balance__whole_output_cone,bitmanip_shift_right_w3,bitmanip,shift_right,balance,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<3,unsigned>(a)",(a ^ 3'd0),1,3,66.666667,false,0.000088,1
bitmanip_shift_right_w3__compress2rs__whole_output_cone__cand_0025,bitmanip_shift_right_w3__compress2rs__whole_output_cone,bitmanip_shift_right_w3,bitmanip,shift_right,compress2rs,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<3,unsigned>(a)",(a ^ 3'd0),1,3,66.666667,false,0.000098,1
bitmanip_shift_right_w3__dc2__whole_output_cone__cand_0024,bitmanip_shift_right_w3__dc2__whole_output_cone,bitmanip_shift_right_w3,bitmanip,shift_right,dc2,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<3,unsigned>(a)",(a | 3'd0),1,3,66.666667,false,0.000091,1
bitmanip_shift_right_w3__identity__ground_truth_region__cand_0020,bitmanip_shift_right_w3__identity__ground_truth_region,bitmanip_shift_right_w3,bitmanip,shift_right,identity,ground_truth_region,bitmanip_direct,exact_syntactic_match,region,"lshr<3,unsigned>(a)",(a >> 1),1,3,66.666667,false,0.000216,1
bitmanip_shift_right_w3__identity__whole_output_cone__cand_0020,bitmanip_shift_right_w3__identity__whole_output_cone,bitmanip_shift_right_w3,bitmanip,shift_right,identity,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"lshr<3,unsigned>(a)",(a >> 1),1,3,66.666667,false,0.000195,1
bitmanip_shift_right_w3__refactor__whole_output_cone__cand_0025,bitmanip_shift_right_w3__refactor__whole_output_cone,bitmanip_shift_right_w3,bitmanip,shift_right,refactor,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<3,unsigned>(a)",(a ^ 3'd0),1,3,66.666667,false,0.000088,1
bitmanip_shift_right_w3__resub__whole_output_cone__cand_0025,bitmanip_shift_right_w3__resub__whole_output_cone,bitmanip_shift_right_w3,bitmanip,shift_right,resub,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<3,unsigned>(a)",(a ^ 3'd0),1,3,66.666667,false,0.000085,1
bitmanip_shift_right_w3__resyn2__whole_output_cone__cand_0024,bitmanip_shift_right_w3__resyn2__whole_output_cone,bitmanip_shift_right_w3,bitmanip,shift_right,resyn2,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<3,unsigned>(a)",(a | 3'd0),1,3,66.666667,false,0.000085,1
bitmanip_shift_right_w3__resyn__whole_output_cone__cand_0024,bitmanip_shift_right_w3__resyn__whole_output_cone,bitmanip_shift_right_w3,bitmanip,shift_right,resyn,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<3,unsigned>(a)",(a | 3'd0),1,3,66.666667,false,0.000085,1
bitmanip_shift_right_w3__rewrite__whole_output_cone__cand_0025,bitmanip_shift_right_w3__rewrite__whole_output_cone,bitmanip_shift_right_w3,bitmanip,shift_right,rewrite,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<3,unsigned>(a)",(a ^ 3'd0),1,3,66.666667,false,0.000085,1
bitmanip_shift_right_w4__balance__whole_output_cone__cand_0025,bitmanip_shift_right_w4__balance__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,balance,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<4,unsigned>(a)",(a ^ 4'd0),1,4,75.000000,true,0.000152,1
bitmanip_shift_right_w4__compress2rs__whole_output_cone__cand_0024,bitmanip_shift_right_w4__compress2rs__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,compress2rs,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<4,unsigned>(a)",(a | 4'd0),1,4,75.000000,true,0.000151,1
bitmanip_shift_right_w4__dc2__whole_output_cone__cand_0024,bitmanip_shift_right_w4__dc2__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,dc2,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<4,unsigned>(a)",(a | 4'd0),1,4,75.000000,true,0.000150,1
bitmanip_shift_right_w4__identity__ground_truth_region__cand_0020,bitmanip_shift_right_w4__identity__ground_truth_region,bitmanip_shift_right_w4,bitmanip,shift_right,identity,ground_truth_region,bitmanip_direct,exact_syntactic_match,region,"lshr<4,unsigned>(a)",(a >> 1),1,4,75.000000,true,0.000542,1
bitmanip_shift_right_w4__identity__whole_output_cone__cand_0020,bitmanip_shift_right_w4__identity__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,identity,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"lshr<4,unsigned>(a)",(a >> 1),1,4,75.000000,true,0.000538,1
bitmanip_shift_right_w4__refactor__whole_output_cone__cand_0024,bitmanip_shift_right_w4__refactor__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,refactor,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<4,unsigned>(a)",(a | 4'd0),1,4,75.000000,true,0.000151,1
bitmanip_shift_right_w4__resub__whole_output_cone__cand_0025,bitmanip_shift_right_w4__resub__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,resub,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<4,unsigned>(a)",(a ^ 4'd0),1,4,75.000000,true,0.000163,1
bitmanip_shift_right_w4__resyn2__whole_output_cone__cand_0025,bitmanip_shift_right_w4__resyn2__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,resyn2,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<4,unsigned>(a)",(a ^ 4'd0),1,4,75.000000,true,0.000150,1
bitmanip_shift_right_w4__resyn__whole_output_cone__cand_0024,bitmanip_shift_right_w4__resyn__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,resyn,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<4,unsigned>(a)",(a | 4'd0),1,4,75.000000,true,0.000149,1
bitmanip_shift_right_w4__rewrite__whole_output_cone__cand_0024,bitmanip_shift_right_w4__rewrite__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,rewrite,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<4,unsigned>(a)",(a | 4'd0),1,4,75.000000,true,0.000151,1
bitmanip_shift_right_w6__identity__ground_truth_region__cand_0020,bitmanip_shift_right_w6__identity__ground_truth_region,bitmanip_shift_right_w6,bitmanip,shift_right,identity,ground_truth_region,bitmanip_direct,exact_syntactic_match,region,"lshr<6,unsigned>(a)",(a >> 1),1,6,83.333333,true,0.009290,1
bitmanip_shift_right_w6__identity__whole_output_cone__cand_0020,bitmanip_shift_right_w6__identity__whole_output_cone,bitmanip_shift_right_w6,bitmanip,shift_right,identity,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"lshr<6,unsigned>(a)",(a >> 1),1,6,83.333333,true,0.009478,1
bitmanip_shift_right_w8__identity__ground_truth_region__cand_0020,bitmanip_shift_right_w8__identity__ground_truth_region,bitmanip_shift_right_w8,bitmanip,shift_right,identity,ground_truth_region,bitmanip_direct,exact_syntactic_match,region,"lshr<8,unsigned>(a)",(a >> 1),1,8,87.500000,true,0.216935,1
bitmanip_shift_right_w8__identity__whole_output_cone__cand_0020,bitmanip_shift_right_w8__identity__whole_output_cone,bitmanip_shift_right_w8,bitmanip,shift_right,identity,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"lshr<8,unsigned>(a)",(a >> 1),1,8,87.500000,true,0.216996,1
bitmanip_sign_extend_w2__balance__whole_output_cone__cand_0023,bitmanip_sign_extend_w2__balance__whole_output_cone,bitmanip_sign_extend_w2,bitmanip,sign_extend,balance,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_and<4,unsigned>(a)",(a & 4'd0),1,7,85.714286,true,0.000408,1
bitmanip_sign_extend_w2__compress2rs__whole_output_cone__cand_0019,bitmanip_sign_extend_w2__compress2rs__whole_output_cone,bitmanip_sign_extend_w2,bitmanip,sign_extend,compress2rs,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"sign_extend<4,signed>(a)","{{2{a[1]}}, a}",1,4,75.000000,true,0.000158,1
bitmanip_sign_extend_w2__dc2__whole_output_cone__cand_0019,bitmanip_sign_extend_w2__dc2__whole_output_cone,bitmanip_sign_extend_w2,bitmanip,sign_extend,dc2,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"sign_extend<4,signed>(a)","{{2{a[1]}}, a}",1,4,75.000000,true,0.000120,1
bitmanip_sign_extend_w2__identity__ground_truth_region__cand_0019,bitmanip_sign_extend_w2__identity__ground_truth_region,bitmanip_sign_extend_w2,bitmanip,sign_extend,identity,ground_truth_region,bitmanip_direct,exact_syntactic_match,region,"sign_extend<4,signed>(a)","{{2{a[1]}}, a}",1,4,75.000000,true,0.000140,1
bitmanip_sign_extend_w2__identity__whole_output_cone__cand_0019,bitmanip_sign_extend_w2__identity__whole_output_cone,bitmanip_sign_extend_w2,bitmanip,sign_extend,identity,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"sign_extend<4,signed>(a)","{{2{a[1]}}, a}",1,4,75.000000,true,0.000136,1
bitmanip_sign_extend_w2__refactor__whole_output_cone__cand_0019,bitmanip_sign_extend_w2__refactor__whole_output_cone,bitmanip_sign_extend_w2,bitmanip,sign_extend,refactor,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"sign_extend<4,signed>(a)","{{2{a[1]}}, a}",1,4,75.000000,true,0.000122,1
bitmanip_sign_extend_w2__resub__whole_output_cone__cand_0019,bitmanip_sign_extend_w2__resub__whole_output_cone,bitmanip_sign_extend_w2,bitmanip,sign_extend,resub,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"sign_extend<4,signed>(a)","{{2{a[1]}}, a}",1,4,75.000000,true,0.000116,1
bitmanip_sign_extend_w2__resyn2__whole_output_cone__cand_0019,bitmanip_sign_extend_w2__resyn2__whole_output_cone,bitmanip_sign_extend_w2,bitmanip,sign_extend,resyn2,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"sign_extend<4,signed>(a)","{{2{a[1]}}, a}",1,4,75.000000,true,0.000115,1
bitmanip_sign_extend_w2__resyn__whole_output_cone__cand_0023,bitmanip_sign_extend_w2__resyn__whole_output_cone,bitmanip_sign_extend_w2,bitmanip,sign_extend,resyn,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_and<4,unsigned>(a)",(a & 4'd0),1,7,85.714286,true,0.000144,1
bitmanip_sign_extend_w2__rewrite__whole_output_cone__cand_0023,bitmanip_sign_extend_w2__rewrite__whole_output_cone,bitmanip_sign_extend_w2,bitmanip,sign_extend,rewrite,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_and<4,unsigned>(a)",(a & 4'd0),1,7,85.714286,true,0.000150,1
bitmanip_sign_extend_w3__balance__whole_output_cone__cand_0003,bitmanip_sign_extend_w3__balance__whole_output_cone,bitmanip_sign_extend_w3,bitmanip,sign_extend,balance,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"sign_extend<6,signed>(a)","{{3{a[2]}}, a}",1,6,83.333333,true,0.000212,1
bitmanip_sign_extend_w3__compress2rs__whole_output_cone__cand_0003,bitmanip_sign_extend_w3__compress2rs__whole_output_cone,bitmanip_sign_extend_w3,bitmanip,sign_extend,compress2rs,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"sign_extend<6,signed>(a)","{{3{a[2]}}, a}",1,6,83.333333,true,0.000205,1
bitmanip_sign_extend_w3__dc2__whole_output_cone__cand_0003,bitmanip_sign_extend_w3__dc2__whole_output_cone,bitmanip_sign_extend_w3,bitmanip,sign_extend,dc2,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"sign_extend<6,signed>(a)","{{3{a[2]}}, a}",1,6,83.333333,true,0.000202,1
bitmanip_sign_extend_w3__identity__ground_truth_region__cand_0018,bitmanip_sign_extend_w3__identity__ground_truth_region,bitmanip_sign_extend_w3,bitmanip,sign_extend,identity,ground_truth_region,bitmanip_direct,exact_syntactic_match,region,"sign_extend<6,signed>(a)","{{3{a[2]}}, a}",1,6,83.333333,true,0.000317,1
bitmanip_sign_extend_w3__identity__whole_output_cone__cand_0018,bitmanip_sign_extend_w3__identity__whole_output_cone,bitmanip_sign_extend_w3,bitmanip,sign_extend,identity,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"sign_extend<6,signed>(a)","{{3{a[2]}}, a}",1,6,83.333333,true,0.000315,1
bitmanip_sign_extend_w3__refactor__whole_output_cone__cand_0003,bitmanip_sign_extend_w3__refactor__whole_output_cone,bitmanip_sign_extend_w3,bitmanip,sign_extend,refactor,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"sign_extend<6,signed>(a)","{{3{a[2]}}, a}",1,6,83.333333,true,0.000200,1
bitmanip_sign_extend_w3__resub__whole_output_cone__cand_0003,bitmanip_sign_extend_w3__resub__whole_output_cone,bitmanip_sign_extend_w3,bitmanip,sign_extend,resub,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"sign_extend<6,signed>(a)","{{3{a[2]}}, a}",1,6,83.333333,true,0.000195,1
bitmanip_sign_extend_w3__resyn2__whole_output_cone__cand_0003,bitmanip_sign_extend_w3__resyn2__whole_output_cone,bitmanip_sign_extend_w3,bitmanip,sign_extend,resyn2,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"sign_extend<6,signed>(a)","{{3{a[2]}}, a}",1,6,83.333333,true,0.000196,1
bitmanip_sign_extend_w3__resyn__whole_output_cone__cand_0003,bitmanip_sign_extend_w3__resyn__whole_output_cone,bitmanip_sign_extend_w3,bitmanip,sign_extend,resyn,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"sign_extend<6,signed>(a)","{{3{a[2]}}, a}",1,6,83.333333,true,0.000196,1
bitmanip_sign_extend_w3__rewrite__whole_output_cone__cand_0003,bitmanip_sign_extend_w3__rewrite__whole_output_cone,bitmanip_sign_extend_w3,bitmanip,sign_extend,rewrite,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"sign_extend<6,signed>(a)","{{3{a[2]}}, a}",1,6,83.333333,true,0.000196,1
bitmanip_sign_extend_w4__balance__whole_output_cone__cand_0002,bitmanip_sign_extend_w4__balance__whole_output_cone,bitmanip_sign_extend_w4,bitmanip,sign_extend,balance,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"sign_extend<8,signed>(a)","{{4{a[3]}}, a}",1,8,87.500000,true,0.000408,1
bitmanip_sign_extend_w4__compress2rs__whole_output_cone__cand_0002,bitmanip_sign_extend_w4__compress2rs__whole_output_cone,bitmanip_sign_extend_w4,bitmanip,sign_extend,compress2rs,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"sign_extend<8,signed>(a)","{{4{a[3]}}, a}",1,8,87.500000,true,0.000405,1
bitmanip_sign_extend_w4__dc2__whole_output_cone__cand_0002,bitmanip_sign_extend_w4__dc2__whole_output_cone,bitmanip_sign_extend_w4,bitmanip,sign_extend,dc2,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"sign_extend<8,signed>(a)","{{4{a[3]}}, a}",1,8,87.500000,true,0.000406,1
bitmanip_sign_extend_w4__identity__ground_truth_region__cand_0018,bitmanip_sign_extend_w4__identity__ground_truth_region,bitmanip_sign_extend_w4,bitmanip,sign_extend,identity,ground_truth_region,bitmanip_direct,exact_syntactic_match,region,"sign_extend<8,signed>(a)","{{4{a[3]}}, a}",1,8,87.500000,true,0.001096,1
bitmanip_sign_extend_w4__identity__whole_output_cone__cand_0018,bitmanip_sign_extend_w4__identity__whole_output_cone,bitmanip_sign_extend_w4,bitmanip,sign_extend,identity,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"sign_extend<8,signed>(a)","{{4{a[3]}}, a}",1,8,87.500000,true,0.001083,1
bitmanip_sign_extend_w4__refactor__whole_output_cone__cand_0002,bitmanip_sign_extend_w4__refactor__whole_output_cone,bitmanip_sign_extend_w4,bitmanip,sign_extend,refactor,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"sign_extend<8,signed>(a)","{{4{a[3]}}, a}",1,8,87.500000,true,0.000408,1
bitmanip_sign_extend_w4__resub__whole_output_cone__cand_0002,bitmanip_sign_extend_w4__resub__whole_output_cone,bitmanip_sign_extend_w4,bitmanip,sign_extend,resub,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"sign_extend<8,signed>(a)","{{4{a[3]}}, a}",1,8,87.500000,true,0.000405,1
bitmanip_sign_extend_w4__resyn2__whole_output_cone__cand_0002,bitmanip_sign_extend_w4__resyn2__whole_output_cone,bitmanip_sign_extend_w4,bitmanip,sign_extend,resyn2,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"sign_extend<8,signed>(a)","{{4{a[3]}}, a}",1,8,87.500000,true,0.000403,1
bitmanip_sign_extend_w4__resyn__whole_output_cone__cand_0002,bitmanip_sign_extend_w4__resyn__whole_output_cone,bitmanip_sign_extend_w4,bitmanip,sign_extend,resyn,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"sign_extend<8,signed>(a)","{{4{a[3]}}, a}",1,8,87.500000,true,0.000403,1
bitmanip_sign_extend_w4__rewrite__whole_output_cone__cand_0002,bitmanip_sign_extend_w4__rewrite__whole_output_cone,bitmanip_sign_extend_w4,bitmanip,sign_extend,rewrite,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"sign_extend<8,signed>(a)","{{4{a[3]}}, a}",1,8,87.500000,true,0.000406,1
bitmanip_sign_extend_w6__identity__ground_truth_region__cand_0018,bitmanip_sign_extend_w6__identity__ground_truth_region,bitmanip_sign_extend_w6,bitmanip,sign_extend,identity,ground_truth_region,bitmanip_direct,exact_syntactic_match,region,"sign_extend<12,signed>(a)","{{6{a[5]}}, a}",1,12,91.666667,true,0.021256,1
bitmanip_sign_extend_w6__identity__whole_output_cone__cand_0018,bitmanip_sign_extend_w6__identity__whole_output_cone,bitmanip_sign_extend_w6,bitmanip,sign_extend,identity,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"sign_extend<12,signed>(a)","{{6{a[5]}}, a}",1,12,91.666667,true,0.021234,1
bitmanip_sign_extend_w8__identity__ground_truth_region__cand_0018,bitmanip_sign_extend_w8__identity__ground_truth_region,bitmanip_sign_extend_w8,bitmanip,sign_extend,identity,ground_truth_region,bitmanip_direct,exact_syntactic_match,region,"sign_extend<16,signed>(a)","{{8{a[7]}}, a}",1,16,93.750000,true,0.489902,1
bitmanip_sign_extend_w8__identity__whole_output_cone__cand_0018,bitmanip_sign_extend_w8__identity__whole_output_cone,bitmanip_sign_extend_w8,bitmanip,sign_extend,identity,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"sign_extend<16,signed>(a)","{{8{a[7]}}, a}",1,16,93.750000,true,0.489800,1
bitmanip_slice_low_w2__balance__whole_output_cone__cand_0023,bitmanip_slice_low_w2__balance__whole_output_cone,bitmanip_slice_low_w2,bitmanip,slice_low,balance,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_and<1,unsigned>(a)",(a & 1'd0),1,3,66.666667,false,0.000102,1
bitmanip_slice_low_w2__compress2rs__whole_output_cone__cand_0026,bitmanip_slice_low_w2__compress2rs__whole_output_cone,bitmanip_slice_low_w2,bitmanip,slice_low,compress2rs,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<1,unsigned>(a)",(a ^ 1'd0),1,1,0.000000,false,0.000055,1
bitmanip_slice_low_w2__dc2__whole_output_cone__cand_0007,bitmanip_slice_low_w2__dc2__whole_output_cone,bitmanip_slice_low_w2,bitmanip,slice_low,dc2,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"neg<1,unsigned>(a)",-a,1,1,0.000000,false,0.000052,1
bitmanip_slice_low_w2__identity__ground_truth_region__cand_0024,bitmanip_slice_low_w2__identity__ground_truth_region,bitmanip_slice_low_w2,bitmanip,slice_low,identity,ground_truth_region,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<1,unsigned>(a)",(a | 1'd0),1,1,0.000000,false,0.000075,1
bitmanip_slice_low_w2__identity__whole_output_cone__cand_0025,bitmanip_slice_low_w2__identity__whole_output_cone,bitmanip_slice_low_w2,bitmanip,slice_low,identity,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<1,unsigned>(a)",(a ^ 1'd0),1,1,0.000000,false,0.000076,1
bitmanip_slice_low_w2__refactor__whole_output_cone__cand_0025,bitmanip_slice_low_w2__refactor__whole_output_cone,bitmanip_slice_low_w2,bitmanip,slice_low,refactor,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<1,unsigned>(a)",(a | 1'd0),1,1,0.000000,false,0.000053,1
bitmanip_slice_low_w2__resub__whole_output_cone__cand_0023,bitmanip_slice_low_w2__resub__whole_output_cone,bitmanip_slice_low_w2,bitmanip,slice_low,resub,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"ashr<1,signed>(a)",($signed(a) >>> 1),1,1,0.000000,false,0.000052,1
bitmanip_slice_low_w2__resyn2__whole_output_cone__cand_0007,bitmanip_slice_low_w2__resyn2__whole_output_cone,bitmanip_slice_low_w2,bitmanip,slice_low,resyn2,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"neg<1,unsigned>(a)",-a,1,1,0.000000,false,0.000051,1
bitmanip_slice_low_w2__resyn__whole_output_cone__cand_0023,bitmanip_slice_low_w2__resyn__whole_output_cone,bitmanip_slice_low_w2,bitmanip,slice_low,resyn,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_and<1,unsigned>(a)",(a & 1'd0),1,3,66.666667,false,0.000090,1
bitmanip_slice_low_w2__rewrite__whole_output_cone__cand_0023,bitmanip_slice_low_w2__rewrite__whole_output_cone,bitmanip_slice_low_w2,bitmanip,slice_low,rewrite,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_and<1,unsigned>(a)",(a & 1'd0),1,3,66.666667,false,0.000086,1
bitmanip_slice_low_w3__balance__whole_output_cone__cand_0007,bitmanip_slice_low_w3__balance__whole_output_cone,bitmanip_slice_low_w3,bitmanip,slice_low,balance,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"neg<1,unsigned>(a)",-a,1,1,0.000000,false,0.000053,1
bitmanip_slice_low_w3__compress2rs__whole_output_cone__cand_0026,bitmanip_slice_low_w3__compress2rs__whole_output_cone,bitmanip_slice_low_w3,bitmanip,slice_low,compress2rs,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<1,unsigned>(a)",(a ^ 1'd0),1,1,0.000000,false,0.000054,1
