candidate_id,region_id,formal_status,proof_scope,formal_evidence_level,formal_patterns,counterexample_available,counterexample_assignment,counterexample_output_difference,counterexample_source,formal_runtime,formal_skip_reason,schema_version
bitmanip_shift_right_w4__resyn2__whole_output_cone__cand_0003,bitmanip_shift_right_w4__resyn2__whole_output_cone,formally_verified_region,region,formal_exhaustive,8,false,{},,,0.000160,,semantic_formal_validation_v1
bitmanip_shift_right_w4__resyn2__whole_output_cone__cand_0004,bitmanip_shift_right_w4__resyn2__whole_output_cone,formally_verified_region,region,formal_exhaustive,8,false,{},,,0.000152,,semantic_formal_validation_v1
bitmanip_shift_right_w4__resyn2__whole_output_cone__cand_0008,bitmanip_shift_right_w4__resyn2__whole_output_cone,formally_verified_region,region,formal_exhaustive,8,false,{},,,0.000151,,semantic_formal_validation_v1
bitmanip_shift_right_w4__resyn__whole_output_cone__cand_0001,bitmanip_shift_right_w4__resyn__whole_output_cone,formally_verified_region,region,formal_exhaustive,8,false,{},,,0.000171,,semantic_formal_validation_v1
bitmanip_shift_right_w4__resyn__whole_output_cone__cand_0024,bitmanip_shift_right_w4__resyn__whole_output_cone,formally_verified_region,region,formal_exhaustive,8,false,{},,,0.000149,,semantic_formal_validation_v1
bitmanip_shift_right_w4__resyn__whole_output_cone__cand_0025,bitmanip_shift_right_w4__resyn__whole_output_cone,formally_verified_region,region,formal_exhaustive,8,false,{},,,0.000152,,semantic_formal_validation_v1
bitmanip_shift_right_w4__resyn__whole_output_cone__cand_0003,bitmanip_shift_right_w4__resyn__whole_output_cone,formally_verified_region,region,formal_exhaustive,8,false,{},,,0.000153,,semantic_formal_validation_v1
bitmanip_shift_right_w4__resyn__whole_output_cone__cand_0004,bitmanip_shift_right_w4__resyn__whole_output_cone,formally_verified_region,region,formal_exhaustive,8,false,{},,,0.000150,,semantic_formal_validation_v1
bitmanip_shift_right_w4__resyn__whole_output_cone__cand_0008,bitmanip_shift_right_w4__resyn__whole_output_cone,formally_verified_region,region,formal_exhaustive,8,false,{},,,0.000150,,semantic_formal_validation_v1
bitmanip_shift_right_w4__rewrite__whole_output_cone__cand_0001,bitmanip_shift_right_w4__rewrite__whole_output_cone,formally_verified_region,region,formal_exhaustive,8,false,{},,,0.000164,,semantic_formal_validation_v1
bitmanip_shift_right_w4__rewrite__whole_output_cone__cand_0024,bitmanip_shift_right_w4__rewrite__whole_output_cone,formally_verified_region,region,formal_exhaustive,8,false,{},,,0.000151,,semantic_formal_validation_v1
bitmanip_shift_right_w4__rewrite__whole_output_cone__cand_0025,bitmanip_shift_right_w4__rewrite__whole_output_cone,formally_verified_region,region,formal_exhaustive,8,false,{},,,0.000152,,semantic_formal_validation_v1
bitmanip_shift_right_w4__rewrite__whole_output_cone__cand_0003,bitmanip_shift_right_w4__rewrite__whole_output_cone,formally_verified_region,region,formal_exhaustive,8,false,{},,,0.000151,,semantic_formal_validation_v1
bitmanip_shift_right_w4__rewrite__whole_output_cone__cand_0004,bitmanip_shift_right_w4__rewrite__whole_output_cone,formally_verified_region,region,formal_exhaustive,8,false,{},,,0.000150,,semantic_formal_validation_v1
bitmanip_shift_right_w4__rewrite__whole_output_cone__cand_0008,bitmanip_shift_right_w4__rewrite__whole_output_cone,formally_verified_region,region,formal_exhaustive,8,false,{},,,0.000150,,semantic_formal_validation_v1
bitmanip_shift_right_w6__identity__ground_truth_region__cand_0020,bitmanip_shift_right_w6__identity__ground_truth_region,formally_verified_region,region,formal_exhaustive,64,false,{},,,0.009290,,semantic_formal_validation_v1
bitmanip_shift_right_w6__identity__whole_output_cone__cand_0020,bitmanip_shift_right_w6__identity__whole_output_cone,formally_verified_region,region,formal_exhaustive,64,false,{},,,0.009478,,semantic_formal_validation_v1
bitmanip_shift_right_w8__identity__ground_truth_region__cand_0020,bitmanip_shift_right_w8__identity__ground_truth_region,formally_verified_region,region,formal_exhaustive,256,false,{},,,0.216935,,semantic_formal_validation_v1
bitmanip_shift_right_w8__identity__whole_output_cone__cand_0020,bitmanip_shift_right_w8__identity__whole_output_cone,formally_verified_region,region,formal_exhaustive,256,false,{},,,0.216996,,semantic_formal_validation_v1
bitmanip_sign_extend_w2__balance__whole_output_cone__cand_0023,bitmanip_sign_extend_w2__balance__whole_output_cone,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000408,,semantic_formal_validation_v1
bitmanip_sign_extend_w2__balance__whole_output_cone__cand_0005,bitmanip_sign_extend_w2__balance__whole_output_cone,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000131,,semantic_formal_validation_v1
bitmanip_sign_extend_w2__compress2rs__whole_output_cone__cand_0019,bitmanip_sign_extend_w2__compress2rs__whole_output_cone,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000158,,semantic_formal_validation_v1
bitmanip_sign_extend_w2__dc2__whole_output_cone__cand_0019,bitmanip_sign_extend_w2__dc2__whole_output_cone,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000120,,semantic_formal_validation_v1
bitmanip_sign_extend_w2__identity__ground_truth_region__cand_0019,bitmanip_sign_extend_w2__identity__ground_truth_region,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000140,,semantic_formal_validation_v1
bitmanip_sign_extend_w2__identity__whole_output_cone__cand_0019,bitmanip_sign_extend_w2__identity__whole_output_cone,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000136,,semantic_formal_validation_v1
bitmanip_sign_extend_w2__refactor__whole_output_cone__cand_0019,bitmanip_sign_extend_w2__refactor__whole_output_cone,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000122,,semantic_formal_validation_v1
bitmanip_sign_extend_w2__resub__whole_output_cone__cand_0019,bitmanip_sign_extend_w2__resub__whole_output_cone,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000116,,semantic_formal_validation_v1
bitmanip_sign_extend_w2__resyn2__whole_output_cone__cand_0019,bitmanip_sign_extend_w2__resyn2__whole_output_cone,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000115,,semantic_formal_validation_v1
bitmanip_sign_extend_w2__resyn__whole_output_cone__cand_0023,bitmanip_sign_extend_w2__resyn__whole_output_cone,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000144,,semantic_formal_validation_v1
bitmanip_sign_extend_w2__resyn__whole_output_cone__cand_0005,bitmanip_sign_extend_w2__resyn__whole_output_cone,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000124,,semantic_formal_validation_v1
bitmanip_sign_extend_w2__rewrite__whole_output_cone__cand_0023,bitmanip_sign_extend_w2__rewrite__whole_output_cone,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000150,,semantic_formal_validation_v1
bitmanip_sign_extend_w2__rewrite__whole_output_cone__cand_0005,bitmanip_sign_extend_w2__rewrite__whole_output_cone,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000122,,semantic_formal_validation_v1
bitmanip_sign_extend_w3__balance__whole_output_cone__cand_0003,bitmanip_sign_extend_w3__balance__whole_output_cone,formally_verified_region,region,formal_exhaustive,8,false,{},,,0.000212,,semantic_formal_validation_v1
bitmanip_sign_extend_w3__compress2rs__whole_output_cone__cand_0003,bitmanip_sign_extend_w3__compress2rs__whole_output_cone,formally_verified_region,region,formal_exhaustive,8,false,{},,,0.000205,,semantic_formal_validation_v1
bitmanip_sign_extend_w3__dc2__whole_output_cone__cand_0003,bitmanip_sign_extend_w3__dc2__whole_output_cone,formally_verified_region,region,formal_exhaustive,8,false,{},,,0.000202,,semantic_formal_validation_v1
bitmanip_sign_extend_w3__identity__ground_truth_region__cand_0018,bitmanip_sign_extend_w3__identity__ground_truth_region,formally_verified_region,region,formal_exhaustive,8,false,{},,,0.000317,,semantic_formal_validation_v1
bitmanip_sign_extend_w3__identity__whole_output_cone__cand_0018,bitmanip_sign_extend_w3__identity__whole_output_cone,formally_verified_region,region,formal_exhaustive,8,false,{},,,0.000315,,semantic_formal_validation_v1
bitmanip_sign_extend_w3__refactor__whole_output_cone__cand_0003,bitmanip_sign_extend_w3__refactor__whole_output_cone,formally_verified_region,region,formal_exhaustive,8,false,{},,,0.000200,,semantic_formal_validation_v1
bitmanip_sign_extend_w3__resub__whole_output_cone__cand_0003,bitmanip_sign_extend_w3__resub__whole_output_cone,formally_verified_region,region,formal_exhaustive,8,false,{},,,0.000195,,semantic_formal_validation_v1
bitmanip_sign_extend_w3__resyn2__whole_output_cone__cand_0003,bitmanip_sign_extend_w3__resyn2__whole_output_cone,formally_verified_region,region,formal_exhaustive,8,false,{},,,0.000196,,semantic_formal_validation_v1
bitmanip_sign_extend_w3__resyn__whole_output_cone__cand_0003,bitmanip_sign_extend_w3__resyn__whole_output_cone,formally_verified_region,region,formal_exhaustive,8,false,{},,,0.000196,,semantic_formal_validation_v1
bitmanip_sign_extend_w3__rewrite__whole_output_cone__cand_0003,bitmanip_sign_extend_w3__rewrite__whole_output_cone,formally_verified_region,region,formal_exhaustive,8,false,{},,,0.000196,,semantic_formal_validation_v1
bitmanip_sign_extend_w4__balance__whole_output_cone__cand_0002,bitmanip_sign_extend_w4__balance__whole_output_cone,formally_verified_region,region,formal_exhaustive,16,false,{},,,0.000408,,semantic_formal_validation_v1
bitmanip_sign_extend_w4__compress2rs__whole_output_cone__cand_0002,bitmanip_sign_extend_w4__compress2rs__whole_output_cone,formally_verified_region,region,formal_exhaustive,16,false,{},,,0.000405,,semantic_formal_validation_v1
bitmanip_sign_extend_w4__dc2__whole_output_cone__cand_0002,bitmanip_sign_extend_w4__dc2__whole_output_cone,formally_verified_region,region,formal_exhaustive,16,false,{},,,0.000406,,semantic_formal_validation_v1
bitmanip_sign_extend_w4__identity__ground_truth_region__cand_0018,bitmanip_sign_extend_w4__identity__ground_truth_region,formally_verified_region,region,formal_exhaustive,16,false,{},,,0.001096,,semantic_formal_validation_v1
bitmanip_sign_extend_w4__identity__whole_output_cone__cand_0018,bitmanip_sign_extend_w4__identity__whole_output_cone,formally_verified_region,region,formal_exhaustive,16,false,{},,,0.001083,,semantic_formal_validation_v1
bitmanip_sign_extend_w4__refactor__whole_output_cone__cand_0002,bitmanip_sign_extend_w4__refactor__whole_output_cone,formally_verified_region,region,formal_exhaustive,16,false,{},,,0.000408,,semantic_formal_validation_v1
bitmanip_sign_extend_w4__resub__whole_output_cone__cand_0002,bitmanip_sign_extend_w4__resub__whole_output_cone,formally_verified_region,region,formal_exhaustive,16,false,{},,,0.000405,,semantic_formal_validation_v1
bitmanip_sign_extend_w4__resyn2__whole_output_cone__cand_0002,bitmanip_sign_extend_w4__resyn2__whole_output_cone,formally_verified_region,region,formal_exhaustive,16,false,{},,,0.000403,,semantic_formal_validation_v1
bitmanip_sign_extend_w4__resyn__whole_output_cone__cand_0002,bitmanip_sign_extend_w4__resyn__whole_output_cone,formally_verified_region,region,formal_exhaustive,16,false,{},,,0.000403,,semantic_formal_validation_v1
bitmanip_sign_extend_w4__rewrite__whole_output_cone__cand_0002,bitmanip_sign_extend_w4__rewrite__whole_output_cone,formally_verified_region,region,formal_exhaustive,16,false,{},,,0.000406,,semantic_formal_validation_v1
bitmanip_sign_extend_w6__identity__ground_truth_region__cand_0018,bitmanip_sign_extend_w6__identity__ground_truth_region,formally_verified_region,region,formal_exhaustive,64,false,{},,,0.021256,,semantic_formal_validation_v1
bitmanip_sign_extend_w6__identity__whole_output_cone__cand_0018,bitmanip_sign_extend_w6__identity__whole_output_cone,formally_verified_region,region,formal_exhaustive,64,false,{},,,0.021234,,semantic_formal_validation_v1
bitmanip_sign_extend_w8__identity__ground_truth_region__cand_0018,bitmanip_sign_extend_w8__identity__ground_truth_region,formally_verified_region,region,formal_exhaustive,256,false,{},,,0.489902,,semantic_formal_validation_v1
bitmanip_sign_extend_w8__identity__whole_output_cone__cand_0018,bitmanip_sign_extend_w8__identity__whole_output_cone,formally_verified_region,region,formal_exhaustive,256,false,{},,,0.489800,,semantic_formal_validation_v1
bitmanip_slice_low_w2__balance__whole_output_cone__cand_0020,bitmanip_slice_low_w2__balance__whole_output_cone,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000223,,semantic_formal_validation_v1
bitmanip_slice_low_w2__balance__whole_output_cone__cand_0023,bitmanip_slice_low_w2__balance__whole_output_cone,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000102,,semantic_formal_validation_v1
bitmanip_slice_low_w2__balance__whole_output_cone__cand_0005,bitmanip_slice_low_w2__balance__whole_output_cone,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000092,,semantic_formal_validation_v1
bitmanip_slice_low_w2__balance__whole_output_cone__cand_0011,bitmanip_slice_low_w2__balance__whole_output_cone,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000093,,semantic_formal_validation_v1
bitmanip_slice_low_w2__compress2rs__whole_output_cone__cand_0002,bitmanip_slice_low_w2__compress2rs__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000087,,semantic_formal_validation_v1
bitmanip_slice_low_w2__compress2rs__whole_output_cone__cand_0003,bitmanip_slice_low_w2__compress2rs__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000059,,semantic_formal_validation_v1
bitmanip_slice_low_w2__compress2rs__whole_output_cone__cand_0004,bitmanip_slice_low_w2__compress2rs__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000065,,semantic_formal_validation_v1
bitmanip_slice_low_w2__compress2rs__whole_output_cone__cand_0005,bitmanip_slice_low_w2__compress2rs__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000057,,semantic_formal_validation_v1
bitmanip_slice_low_w2__compress2rs__whole_output_cone__cand_0006,bitmanip_slice_low_w2__compress2rs__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000056,,semantic_formal_validation_v1
bitmanip_slice_low_w2__compress2rs__whole_output_cone__cand_0007,bitmanip_slice_low_w2__compress2rs__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000057,,semantic_formal_validation_v1
bitmanip_slice_low_w2__compress2rs__whole_output_cone__cand_0020,bitmanip_slice_low_w2__compress2rs__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000061,,semantic_formal_validation_v1
bitmanip_slice_low_w2__compress2rs__whole_output_cone__cand_0023,bitmanip_slice_low_w2__compress2rs__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000059,,semantic_formal_validation_v1
bitmanip_slice_low_w2__compress2rs__whole_output_cone__cand_0025,bitmanip_slice_low_w2__compress2rs__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000058,,semantic_formal_validation_v1
bitmanip_slice_low_w2__compress2rs__whole_output_cone__cand_0026,bitmanip_slice_low_w2__compress2rs__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000055,,semantic_formal_validation_v1
bitmanip_slice_low_w2__compress2rs__whole_output_cone__cand_0008,bitmanip_slice_low_w2__compress2rs__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000056,,semantic_formal_validation_v1
bitmanip_slice_low_w2__compress2rs__whole_output_cone__cand_0009,bitmanip_slice_low_w2__compress2rs__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000054,,semantic_formal_validation_v1
bitmanip_slice_low_w2__dc2__whole_output_cone__cand_0002,bitmanip_slice_low_w2__dc2__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000073,,semantic_formal_validation_v1
bitmanip_slice_low_w2__dc2__whole_output_cone__cand_0003,bitmanip_slice_low_w2__dc2__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000053,,semantic_formal_validation_v1
bitmanip_slice_low_w2__dc2__whole_output_cone__cand_0004,bitmanip_slice_low_w2__dc2__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000054,,semantic_formal_validation_v1
bitmanip_slice_low_w2__dc2__whole_output_cone__cand_0005,bitmanip_slice_low_w2__dc2__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000052,,semantic_formal_validation_v1
bitmanip_slice_low_w2__dc2__whole_output_cone__cand_0006,bitmanip_slice_low_w2__dc2__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000052,,semantic_formal_validation_v1
bitmanip_slice_low_w2__dc2__whole_output_cone__cand_0007,bitmanip_slice_low_w2__dc2__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000052,,semantic_formal_validation_v1
bitmanip_slice_low_w2__dc2__whole_output_cone__cand_0020,bitmanip_slice_low_w2__dc2__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000053,,semantic_formal_validation_v1
bitmanip_slice_low_w2__dc2__whole_output_cone__cand_0023,bitmanip_slice_low_w2__dc2__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000054,,semantic_formal_validation_v1
bitmanip_slice_low_w2__dc2__whole_output_cone__cand_0025,bitmanip_slice_low_w2__dc2__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000055,,semantic_formal_validation_v1
bitmanip_slice_low_w2__dc2__whole_output_cone__cand_0026,bitmanip_slice_low_w2__dc2__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000053,,semantic_formal_validation_v1
bitmanip_slice_low_w2__dc2__whole_output_cone__cand_0008,bitmanip_slice_low_w2__dc2__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000053,,semantic_formal_validation_v1
bitmanip_slice_low_w2__dc2__whole_output_cone__cand_0009,bitmanip_slice_low_w2__dc2__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000066,,semantic_formal_validation_v1
bitmanip_slice_low_w2__identity__ground_truth_region__cand_0001,bitmanip_slice_low_w2__identity__ground_truth_region,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000102,,semantic_formal_validation_v1
bitmanip_slice_low_w2__identity__ground_truth_region__cand_0002,bitmanip_slice_low_w2__identity__ground_truth_region,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000075,,semantic_formal_validation_v1
bitmanip_slice_low_w2__identity__ground_truth_region__cand_0024,bitmanip_slice_low_w2__identity__ground_truth_region,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000075,,semantic_formal_validation_v1
bitmanip_slice_low_w2__identity__ground_truth_region__cand_0025,bitmanip_slice_low_w2__identity__ground_truth_region,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000076,,semantic_formal_validation_v1
bitmanip_slice_low_w2__identity__ground_truth_region__cand_0003,bitmanip_slice_low_w2__identity__ground_truth_region,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000083,,semantic_formal_validation_v1
bitmanip_slice_low_w2__identity__ground_truth_region__cand_0004,bitmanip_slice_low_w2__identity__ground_truth_region,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000091,,semantic_formal_validation_v1
bitmanip_slice_low_w2__identity__ground_truth_region__cand_0008,bitmanip_slice_low_w2__identity__ground_truth_region,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000076,,semantic_formal_validation_v1
bitmanip_slice_low_w2__identity__ground_truth_region__cand_0009,bitmanip_slice_low_w2__identity__ground_truth_region,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000077,,semantic_formal_validation_v1
bitmanip_slice_low_w2__identity__ground_truth_region__cand_0010,bitmanip_slice_low_w2__identity__ground_truth_region,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000077,,semantic_formal_validation_v1
bitmanip_slice_low_w2__identity__ground_truth_region__cand_0014,bitmanip_slice_low_w2__identity__ground_truth_region,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000075,,semantic_formal_validation_v1
bitmanip_slice_low_w2__identity__whole_output_cone__cand_0001,bitmanip_slice_low_w2__identity__whole_output_cone,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000099,,semantic_formal_validation_v1
bitmanip_slice_low_w2__identity__whole_output_cone__cand_0002,bitmanip_slice_low_w2__identity__whole_output_cone,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000078,,semantic_formal_validation_v1
bitmanip_slice_low_w2__identity__whole_output_cone__cand_0024,bitmanip_slice_low_w2__identity__whole_output_cone,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000077,,semantic_formal_validation_v1
bitmanip_slice_low_w2__identity__whole_output_cone__cand_0025,bitmanip_slice_low_w2__identity__whole_output_cone,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000076,,semantic_formal_validation_v1
bitmanip_slice_low_w2__identity__whole_output_cone__cand_0003,bitmanip_slice_low_w2__identity__whole_output_cone,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000084,,semantic_formal_validation_v1
bitmanip_slice_low_w2__identity__whole_output_cone__cand_0004,bitmanip_slice_low_w2__identity__whole_output_cone,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000079,,semantic_formal_validation_v1
bitmanip_slice_low_w2__identity__whole_output_cone__cand_0008,bitmanip_slice_low_w2__identity__whole_output_cone,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000079,,semantic_formal_validation_v1
bitmanip_slice_low_w2__identity__whole_output_cone__cand_0009,bitmanip_slice_low_w2__identity__whole_output_cone,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000083,,semantic_formal_validation_v1
bitmanip_slice_low_w2__identity__whole_output_cone__cand_0010,bitmanip_slice_low_w2__identity__whole_output_cone,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000079,,semantic_formal_validation_v1
bitmanip_slice_low_w2__identity__whole_output_cone__cand_0014,bitmanip_slice_low_w2__identity__whole_output_cone,formally_verified_region,region,formal_exhaustive,4,false,{},,,0.000076,,semantic_formal_validation_v1
bitmanip_slice_low_w2__refactor__whole_output_cone__cand_0002,bitmanip_slice_low_w2__refactor__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000084,,semantic_formal_validation_v1
bitmanip_slice_low_w2__refactor__whole_output_cone__cand_0003,bitmanip_slice_low_w2__refactor__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000064,,semantic_formal_validation_v1
bitmanip_slice_low_w2__refactor__whole_output_cone__cand_0004,bitmanip_slice_low_w2__refactor__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000061,,semantic_formal_validation_v1
bitmanip_slice_low_w2__refactor__whole_output_cone__cand_0005,bitmanip_slice_low_w2__refactor__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000056,,semantic_formal_validation_v1
bitmanip_slice_low_w2__refactor__whole_output_cone__cand_0006,bitmanip_slice_low_w2__refactor__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000053,,semantic_formal_validation_v1
bitmanip_slice_low_w2__refactor__whole_output_cone__cand_0007,bitmanip_slice_low_w2__refactor__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000060,,semantic_formal_validation_v1
bitmanip_slice_low_w2__refactor__whole_output_cone__cand_0020,bitmanip_slice_low_w2__refactor__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000058,,semantic_formal_validation_v1
bitmanip_slice_low_w2__refactor__whole_output_cone__cand_0023,bitmanip_slice_low_w2__refactor__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000054,,semantic_formal_validation_v1
bitmanip_slice_low_w2__refactor__whole_output_cone__cand_0025,bitmanip_slice_low_w2__refactor__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000053,,semantic_formal_validation_v1
bitmanip_slice_low_w2__refactor__whole_output_cone__cand_0026,bitmanip_slice_low_w2__refactor__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000053,,semantic_formal_validation_v1
bitmanip_slice_low_w2__refactor__whole_output_cone__cand_0008,bitmanip_slice_low_w2__refactor__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000058,,semantic_formal_validation_v1
bitmanip_slice_low_w2__refactor__whole_output_cone__cand_0009,bitmanip_slice_low_w2__refactor__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000052,,semantic_formal_validation_v1
bitmanip_slice_low_w2__resub__whole_output_cone__cand_0002,bitmanip_slice_low_w2__resub__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000068,,semantic_formal_validation_v1
bitmanip_slice_low_w2__resub__whole_output_cone__cand_0003,bitmanip_slice_low_w2__resub__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000053,,semantic_formal_validation_v1
bitmanip_slice_low_w2__resub__whole_output_cone__cand_0004,bitmanip_slice_low_w2__resub__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000052,,semantic_formal_validation_v1
bitmanip_slice_low_w2__resub__whole_output_cone__cand_0005,bitmanip_slice_low_w2__resub__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000052,,semantic_formal_validation_v1
bitmanip_slice_low_w2__resub__whole_output_cone__cand_0006,bitmanip_slice_low_w2__resub__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000052,,semantic_formal_validation_v1
bitmanip_slice_low_w2__resub__whole_output_cone__cand_0007,bitmanip_slice_low_w2__resub__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000052,,semantic_formal_validation_v1
bitmanip_slice_low_w2__resub__whole_output_cone__cand_0020,bitmanip_slice_low_w2__resub__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000052,,semantic_formal_validation_v1
bitmanip_slice_low_w2__resub__whole_output_cone__cand_0023,bitmanip_slice_low_w2__resub__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000052,,semantic_formal_validation_v1
bitmanip_slice_low_w2__resub__whole_output_cone__cand_0025,bitmanip_slice_low_w2__resub__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000052,,semantic_formal_validation_v1
bitmanip_slice_low_w2__resub__whole_output_cone__cand_0026,bitmanip_slice_low_w2__resub__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000052,,semantic_formal_validation_v1
bitmanip_slice_low_w2__resub__whole_output_cone__cand_0008,bitmanip_slice_low_w2__resub__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000053,,semantic_formal_validation_v1
bitmanip_slice_low_w2__resub__whole_output_cone__cand_0009,bitmanip_slice_low_w2__resub__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000052,,semantic_formal_validation_v1
bitmanip_slice_low_w2__resyn2__whole_output_cone__cand_0002,bitmanip_slice_low_w2__resyn2__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000072,,semantic_formal_validation_v1
bitmanip_slice_low_w2__resyn2__whole_output_cone__cand_0003,bitmanip_slice_low_w2__resyn2__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000054,,semantic_formal_validation_v1
bitmanip_slice_low_w2__resyn2__whole_output_cone__cand_0004,bitmanip_slice_low_w2__resyn2__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000052,,semantic_formal_validation_v1
bitmanip_slice_low_w2__resyn2__whole_output_cone__cand_0005,bitmanip_slice_low_w2__resyn2__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000052,,semantic_formal_validation_v1
bitmanip_slice_low_w2__resyn2__whole_output_cone__cand_0006,bitmanip_slice_low_w2__resyn2__whole_output_cone,formally_verified_region,region,formal_exhaustive,2,false,{},,,0.000052,,semantic_formal_validation_v1
