region_id,case_id,optimization,source_type,candidate_family,family_score,feature_contributions,rank,ground_truth_family,ground_truth_rank
arithmetic_reversed_sub_w2__balance__whole_output_cone,arithmetic_reversed_sub_w2,balance,whole_output_cone,comparison,0.408333,"{""high_bit_priority"":0.2,""high_density"":0.20833325,""single_output"":0.0}",5,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__balance__whole_output_cone,arithmetic_reversed_sub_w2,balance,whole_output_cone,bit_manipulation,0.391667,"{""diagonal_or_shift"":0.08333325,""locality"":0.08333325,""regularity"":0.1,""sparse_or_permutation"":0.1250001}",6,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__balance__whole_output_cone,arithmetic_reversed_sub_w2,balance,whole_output_cone,boolean_bitwise,0.348333,"{""diagonal"":0.165,""locality"":0.08333325,""regularity"":0.1}",7,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__balance__whole_output_cone,arithmetic_reversed_sub_w2,balance,whole_output_cone,unknown,0.050000,"{""fallback"":0.05}",8,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__compress2rs__whole_output_cone,arithmetic_reversed_sub_w2,compress2rs,whole_output_cone,arithmetic_multiply,0.750833,"{""broad_dependency"":0.29166654999999997,""low_diagonal"":0.105,""multi_output"":0.15,""multiplier_geometry"":0.20416654999999997}",1,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__compress2rs__whole_output_cone,arithmetic_reversed_sub_w2,compress2rs,whole_output_cone,arithmetic_affine_or_mac,0.641667,"{""broad_dependency"":0.20833325,""carry_progression"":0.1,""moderate_bandwidth"":0.20833325,""multi_input"":0.125}",2,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__compress2rs__whole_output_cone,arithmetic_reversed_sub_w2,compress2rs,whole_output_cone,arithmetic_add_sub,0.573333,"{""carry_progression"":0.18000000000000002,""lower_triangularity"":0.15,""moderate_density"":0.14333340000000003,""multi_output"":0.1}",3,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__compress2rs__whole_output_cone,arithmetic_reversed_sub_w2,compress2rs,whole_output_cone,control_mux,0.550000,"{""control_signal"":0.0,""multi_output"":0.25,""output_bus"":0.2,""regular_rows"":0.1}",4,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__compress2rs__whole_output_cone,arithmetic_reversed_sub_w2,compress2rs,whole_output_cone,comparison,0.408333,"{""high_bit_priority"":0.2,""high_density"":0.20833325,""single_output"":0.0}",5,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__compress2rs__whole_output_cone,arithmetic_reversed_sub_w2,compress2rs,whole_output_cone,bit_manipulation,0.391667,"{""diagonal_or_shift"":0.08333325,""locality"":0.08333325,""regularity"":0.1,""sparse_or_permutation"":0.1250001}",6,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__compress2rs__whole_output_cone,arithmetic_reversed_sub_w2,compress2rs,whole_output_cone,boolean_bitwise,0.348333,"{""diagonal"":0.165,""locality"":0.08333325,""regularity"":0.1}",7,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__compress2rs__whole_output_cone,arithmetic_reversed_sub_w2,compress2rs,whole_output_cone,unknown,0.050000,"{""fallback"":0.05}",8,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__dc2__whole_output_cone,arithmetic_reversed_sub_w2,dc2,whole_output_cone,arithmetic_multiply,0.750833,"{""broad_dependency"":0.29166654999999997,""low_diagonal"":0.105,""multi_output"":0.15,""multiplier_geometry"":0.20416654999999997}",1,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__dc2__whole_output_cone,arithmetic_reversed_sub_w2,dc2,whole_output_cone,arithmetic_affine_or_mac,0.641667,"{""broad_dependency"":0.20833325,""carry_progression"":0.1,""moderate_bandwidth"":0.20833325,""multi_input"":0.125}",2,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__dc2__whole_output_cone,arithmetic_reversed_sub_w2,dc2,whole_output_cone,arithmetic_add_sub,0.573333,"{""carry_progression"":0.18000000000000002,""lower_triangularity"":0.15,""moderate_density"":0.14333340000000003,""multi_output"":0.1}",3,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__dc2__whole_output_cone,arithmetic_reversed_sub_w2,dc2,whole_output_cone,control_mux,0.550000,"{""control_signal"":0.0,""multi_output"":0.25,""output_bus"":0.2,""regular_rows"":0.1}",4,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__dc2__whole_output_cone,arithmetic_reversed_sub_w2,dc2,whole_output_cone,comparison,0.408333,"{""high_bit_priority"":0.2,""high_density"":0.20833325,""single_output"":0.0}",5,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__dc2__whole_output_cone,arithmetic_reversed_sub_w2,dc2,whole_output_cone,bit_manipulation,0.391667,"{""diagonal_or_shift"":0.08333325,""locality"":0.08333325,""regularity"":0.1,""sparse_or_permutation"":0.1250001}",6,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__dc2__whole_output_cone,arithmetic_reversed_sub_w2,dc2,whole_output_cone,boolean_bitwise,0.348333,"{""diagonal"":0.165,""locality"":0.08333325,""regularity"":0.1}",7,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__dc2__whole_output_cone,arithmetic_reversed_sub_w2,dc2,whole_output_cone,unknown,0.050000,"{""fallback"":0.05}",8,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__identity__ground_truth_region,arithmetic_reversed_sub_w2,identity,ground_truth_region,arithmetic_multiply,0.875000,"{""broad_dependency"":0.35,""low_diagonal"":0.11249999999999999,""multi_output"":0.15,""multiplier_geometry"":0.26249999999999996}",1,arithmetic_add_sub,5
arithmetic_reversed_sub_w2__identity__ground_truth_region,arithmetic_reversed_sub_w2,identity,ground_truth_region,control_mux,0.650000,"{""control_signal"":0.0,""multi_output"":0.25,""output_bus"":0.2,""regular_rows"":0.2}",2,arithmetic_add_sub,5
arithmetic_reversed_sub_w2__identity__ground_truth_region,arithmetic_reversed_sub_w2,identity,ground_truth_region,arithmetic_affine_or_mac,0.562500,"{""broad_dependency"":0.25,""carry_progression"":0.0625,""moderate_bandwidth"":0.125,""multi_input"":0.125}",3,arithmetic_add_sub,5
arithmetic_reversed_sub_w2__identity__ground_truth_region,arithmetic_reversed_sub_w2,identity,ground_truth_region,comparison,0.450000,"{""high_bit_priority"":0.2,""high_density"":0.25,""single_output"":0.0}",4,arithmetic_add_sub,5
arithmetic_reversed_sub_w2__identity__ground_truth_region,arithmetic_reversed_sub_w2,identity,ground_truth_region,arithmetic_add_sub,0.447500,"{""carry_progression"":0.1125,""lower_triangularity"":0.125,""moderate_density"":0.11000000000000001,""multi_output"":0.1}",5,arithmetic_add_sub,5
arithmetic_reversed_sub_w2__identity__ground_truth_region,arithmetic_reversed_sub_w2,identity,ground_truth_region,bit_manipulation,0.337500,"{""diagonal_or_shift"":0.0625,""locality"":0.0,""regularity"":0.2,""sparse_or_permutation"":0.075}",6,arithmetic_add_sub,5
arithmetic_reversed_sub_w2__identity__ground_truth_region,arithmetic_reversed_sub_w2,identity,ground_truth_region,boolean_bitwise,0.337500,"{""diagonal"":0.1375,""locality"":0.0,""regularity"":0.2}",7,arithmetic_add_sub,5
arithmetic_reversed_sub_w2__identity__ground_truth_region,arithmetic_reversed_sub_w2,identity,ground_truth_region,unknown,0.050000,"{""fallback"":0.05}",8,arithmetic_add_sub,5
arithmetic_reversed_sub_w2__identity__whole_output_cone,arithmetic_reversed_sub_w2,identity,whole_output_cone,arithmetic_multiply,0.875000,"{""broad_dependency"":0.35,""low_diagonal"":0.11249999999999999,""multi_output"":0.15,""multiplier_geometry"":0.26249999999999996}",1,arithmetic_add_sub,5
arithmetic_reversed_sub_w2__identity__whole_output_cone,arithmetic_reversed_sub_w2,identity,whole_output_cone,control_mux,0.650000,"{""control_signal"":0.0,""multi_output"":0.25,""output_bus"":0.2,""regular_rows"":0.2}",2,arithmetic_add_sub,5
arithmetic_reversed_sub_w2__identity__whole_output_cone,arithmetic_reversed_sub_w2,identity,whole_output_cone,arithmetic_affine_or_mac,0.562500,"{""broad_dependency"":0.25,""carry_progression"":0.0625,""moderate_bandwidth"":0.125,""multi_input"":0.125}",3,arithmetic_add_sub,5
arithmetic_reversed_sub_w2__identity__whole_output_cone,arithmetic_reversed_sub_w2,identity,whole_output_cone,comparison,0.450000,"{""high_bit_priority"":0.2,""high_density"":0.25,""single_output"":0.0}",4,arithmetic_add_sub,5
arithmetic_reversed_sub_w2__identity__whole_output_cone,arithmetic_reversed_sub_w2,identity,whole_output_cone,arithmetic_add_sub,0.447500,"{""carry_progression"":0.1125,""lower_triangularity"":0.125,""moderate_density"":0.11000000000000001,""multi_output"":0.1}",5,arithmetic_add_sub,5
arithmetic_reversed_sub_w2__identity__whole_output_cone,arithmetic_reversed_sub_w2,identity,whole_output_cone,bit_manipulation,0.337500,"{""diagonal_or_shift"":0.0625,""locality"":0.0,""regularity"":0.2,""sparse_or_permutation"":0.075}",6,arithmetic_add_sub,5
arithmetic_reversed_sub_w2__identity__whole_output_cone,arithmetic_reversed_sub_w2,identity,whole_output_cone,boolean_bitwise,0.337500,"{""diagonal"":0.1375,""locality"":0.0,""regularity"":0.2}",7,arithmetic_add_sub,5
arithmetic_reversed_sub_w2__identity__whole_output_cone,arithmetic_reversed_sub_w2,identity,whole_output_cone,unknown,0.050000,"{""fallback"":0.05}",8,arithmetic_add_sub,5
arithmetic_reversed_sub_w2__refactor__whole_output_cone,arithmetic_reversed_sub_w2,refactor,whole_output_cone,arithmetic_multiply,0.750833,"{""broad_dependency"":0.29166654999999997,""low_diagonal"":0.105,""multi_output"":0.15,""multiplier_geometry"":0.20416654999999997}",1,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__refactor__whole_output_cone,arithmetic_reversed_sub_w2,refactor,whole_output_cone,arithmetic_affine_or_mac,0.641667,"{""broad_dependency"":0.20833325,""carry_progression"":0.1,""moderate_bandwidth"":0.20833325,""multi_input"":0.125}",2,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__refactor__whole_output_cone,arithmetic_reversed_sub_w2,refactor,whole_output_cone,arithmetic_add_sub,0.573333,"{""carry_progression"":0.18000000000000002,""lower_triangularity"":0.15,""moderate_density"":0.14333340000000003,""multi_output"":0.1}",3,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__refactor__whole_output_cone,arithmetic_reversed_sub_w2,refactor,whole_output_cone,control_mux,0.550000,"{""control_signal"":0.0,""multi_output"":0.25,""output_bus"":0.2,""regular_rows"":0.1}",4,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__refactor__whole_output_cone,arithmetic_reversed_sub_w2,refactor,whole_output_cone,comparison,0.408333,"{""high_bit_priority"":0.2,""high_density"":0.20833325,""single_output"":0.0}",5,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__refactor__whole_output_cone,arithmetic_reversed_sub_w2,refactor,whole_output_cone,bit_manipulation,0.391667,"{""diagonal_or_shift"":0.08333325,""locality"":0.08333325,""regularity"":0.1,""sparse_or_permutation"":0.1250001}",6,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__refactor__whole_output_cone,arithmetic_reversed_sub_w2,refactor,whole_output_cone,boolean_bitwise,0.348333,"{""diagonal"":0.165,""locality"":0.08333325,""regularity"":0.1}",7,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__refactor__whole_output_cone,arithmetic_reversed_sub_w2,refactor,whole_output_cone,unknown,0.050000,"{""fallback"":0.05}",8,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__resub__whole_output_cone,arithmetic_reversed_sub_w2,resub,whole_output_cone,arithmetic_multiply,0.750833,"{""broad_dependency"":0.29166654999999997,""low_diagonal"":0.105,""multi_output"":0.15,""multiplier_geometry"":0.20416654999999997}",1,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__resub__whole_output_cone,arithmetic_reversed_sub_w2,resub,whole_output_cone,arithmetic_affine_or_mac,0.641667,"{""broad_dependency"":0.20833325,""carry_progression"":0.1,""moderate_bandwidth"":0.20833325,""multi_input"":0.125}",2,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__resub__whole_output_cone,arithmetic_reversed_sub_w2,resub,whole_output_cone,arithmetic_add_sub,0.573333,"{""carry_progression"":0.18000000000000002,""lower_triangularity"":0.15,""moderate_density"":0.14333340000000003,""multi_output"":0.1}",3,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__resub__whole_output_cone,arithmetic_reversed_sub_w2,resub,whole_output_cone,control_mux,0.550000,"{""control_signal"":0.0,""multi_output"":0.25,""output_bus"":0.2,""regular_rows"":0.1}",4,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__resub__whole_output_cone,arithmetic_reversed_sub_w2,resub,whole_output_cone,comparison,0.408333,"{""high_bit_priority"":0.2,""high_density"":0.20833325,""single_output"":0.0}",5,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__resub__whole_output_cone,arithmetic_reversed_sub_w2,resub,whole_output_cone,bit_manipulation,0.391667,"{""diagonal_or_shift"":0.08333325,""locality"":0.08333325,""regularity"":0.1,""sparse_or_permutation"":0.1250001}",6,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__resub__whole_output_cone,arithmetic_reversed_sub_w2,resub,whole_output_cone,boolean_bitwise,0.348333,"{""diagonal"":0.165,""locality"":0.08333325,""regularity"":0.1}",7,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__resub__whole_output_cone,arithmetic_reversed_sub_w2,resub,whole_output_cone,unknown,0.050000,"{""fallback"":0.05}",8,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__resyn2__whole_output_cone,arithmetic_reversed_sub_w2,resyn2,whole_output_cone,arithmetic_multiply,0.750833,"{""broad_dependency"":0.29166654999999997,""low_diagonal"":0.105,""multi_output"":0.15,""multiplier_geometry"":0.20416654999999997}",1,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__resyn2__whole_output_cone,arithmetic_reversed_sub_w2,resyn2,whole_output_cone,arithmetic_affine_or_mac,0.641667,"{""broad_dependency"":0.20833325,""carry_progression"":0.1,""moderate_bandwidth"":0.20833325,""multi_input"":0.125}",2,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__resyn2__whole_output_cone,arithmetic_reversed_sub_w2,resyn2,whole_output_cone,arithmetic_add_sub,0.573333,"{""carry_progression"":0.18000000000000002,""lower_triangularity"":0.15,""moderate_density"":0.14333340000000003,""multi_output"":0.1}",3,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__resyn2__whole_output_cone,arithmetic_reversed_sub_w2,resyn2,whole_output_cone,control_mux,0.550000,"{""control_signal"":0.0,""multi_output"":0.25,""output_bus"":0.2,""regular_rows"":0.1}",4,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__resyn2__whole_output_cone,arithmetic_reversed_sub_w2,resyn2,whole_output_cone,comparison,0.408333,"{""high_bit_priority"":0.2,""high_density"":0.20833325,""single_output"":0.0}",5,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__resyn2__whole_output_cone,arithmetic_reversed_sub_w2,resyn2,whole_output_cone,bit_manipulation,0.391667,"{""diagonal_or_shift"":0.08333325,""locality"":0.08333325,""regularity"":0.1,""sparse_or_permutation"":0.1250001}",6,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__resyn2__whole_output_cone,arithmetic_reversed_sub_w2,resyn2,whole_output_cone,boolean_bitwise,0.348333,"{""diagonal"":0.165,""locality"":0.08333325,""regularity"":0.1}",7,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__resyn2__whole_output_cone,arithmetic_reversed_sub_w2,resyn2,whole_output_cone,unknown,0.050000,"{""fallback"":0.05}",8,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__resyn__whole_output_cone,arithmetic_reversed_sub_w2,resyn,whole_output_cone,arithmetic_multiply,0.750833,"{""broad_dependency"":0.29166654999999997,""low_diagonal"":0.105,""multi_output"":0.15,""multiplier_geometry"":0.20416654999999997}",1,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__resyn__whole_output_cone,arithmetic_reversed_sub_w2,resyn,whole_output_cone,arithmetic_affine_or_mac,0.641667,"{""broad_dependency"":0.20833325,""carry_progression"":0.1,""moderate_bandwidth"":0.20833325,""multi_input"":0.125}",2,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__resyn__whole_output_cone,arithmetic_reversed_sub_w2,resyn,whole_output_cone,arithmetic_add_sub,0.573333,"{""carry_progression"":0.18000000000000002,""lower_triangularity"":0.15,""moderate_density"":0.14333340000000003,""multi_output"":0.1}",3,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__resyn__whole_output_cone,arithmetic_reversed_sub_w2,resyn,whole_output_cone,control_mux,0.550000,"{""control_signal"":0.0,""multi_output"":0.25,""output_bus"":0.2,""regular_rows"":0.1}",4,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__resyn__whole_output_cone,arithmetic_reversed_sub_w2,resyn,whole_output_cone,comparison,0.408333,"{""high_bit_priority"":0.2,""high_density"":0.20833325,""single_output"":0.0}",5,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__resyn__whole_output_cone,arithmetic_reversed_sub_w2,resyn,whole_output_cone,bit_manipulation,0.391667,"{""diagonal_or_shift"":0.08333325,""locality"":0.08333325,""regularity"":0.1,""sparse_or_permutation"":0.1250001}",6,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__resyn__whole_output_cone,arithmetic_reversed_sub_w2,resyn,whole_output_cone,boolean_bitwise,0.348333,"{""diagonal"":0.165,""locality"":0.08333325,""regularity"":0.1}",7,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__resyn__whole_output_cone,arithmetic_reversed_sub_w2,resyn,whole_output_cone,unknown,0.050000,"{""fallback"":0.05}",8,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__rewrite__whole_output_cone,arithmetic_reversed_sub_w2,rewrite,whole_output_cone,arithmetic_multiply,0.750833,"{""broad_dependency"":0.29166654999999997,""low_diagonal"":0.105,""multi_output"":0.15,""multiplier_geometry"":0.20416654999999997}",1,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__rewrite__whole_output_cone,arithmetic_reversed_sub_w2,rewrite,whole_output_cone,arithmetic_affine_or_mac,0.641667,"{""broad_dependency"":0.20833325,""carry_progression"":0.1,""moderate_bandwidth"":0.20833325,""multi_input"":0.125}",2,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__rewrite__whole_output_cone,arithmetic_reversed_sub_w2,rewrite,whole_output_cone,arithmetic_add_sub,0.573333,"{""carry_progression"":0.18000000000000002,""lower_triangularity"":0.15,""moderate_density"":0.14333340000000003,""multi_output"":0.1}",3,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__rewrite__whole_output_cone,arithmetic_reversed_sub_w2,rewrite,whole_output_cone,control_mux,0.550000,"{""control_signal"":0.0,""multi_output"":0.25,""output_bus"":0.2,""regular_rows"":0.1}",4,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__rewrite__whole_output_cone,arithmetic_reversed_sub_w2,rewrite,whole_output_cone,comparison,0.408333,"{""high_bit_priority"":0.2,""high_density"":0.20833325,""single_output"":0.0}",5,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__rewrite__whole_output_cone,arithmetic_reversed_sub_w2,rewrite,whole_output_cone,bit_manipulation,0.391667,"{""diagonal_or_shift"":0.08333325,""locality"":0.08333325,""regularity"":0.1,""sparse_or_permutation"":0.1250001}",6,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__rewrite__whole_output_cone,arithmetic_reversed_sub_w2,rewrite,whole_output_cone,boolean_bitwise,0.348333,"{""diagonal"":0.165,""locality"":0.08333325,""regularity"":0.1}",7,arithmetic_add_sub,3
arithmetic_reversed_sub_w2__rewrite__whole_output_cone,arithmetic_reversed_sub_w2,rewrite,whole_output_cone,unknown,0.050000,"{""fallback"":0.05}",8,arithmetic_add_sub,3
arithmetic_reversed_sub_w3__identity__ground_truth_region,arithmetic_reversed_sub_w3,identity,ground_truth_region,arithmetic_multiply,0.916666,"{""broad_dependency"":0.35,""low_diagonal"":0.12499995,""multi_output"":0.15,""multiplier_geometry"":0.29166654999999997}",1,arithmetic_add_sub,5
arithmetic_reversed_sub_w3__identity__ground_truth_region,arithmetic_reversed_sub_w3,identity,ground_truth_region,control_mux,0.650000,"{""control_signal"":0.0,""multi_output"":0.25,""output_bus"":0.2,""regular_rows"":0.2}",2,arithmetic_add_sub,5
arithmetic_reversed_sub_w3__identity__ground_truth_region,arithmetic_reversed_sub_w3,identity,ground_truth_region,arithmetic_affine_or_mac,0.614583,"{""broad_dependency"":0.25,""carry_progression"":0.05208325,""moderate_bandwidth"":0.125,""multi_input"":0.1875}",3,arithmetic_add_sub,5
arithmetic_reversed_sub_w3__identity__ground_truth_region,arithmetic_reversed_sub_w3,identity,ground_truth_region,comparison,0.450000,"{""high_bit_priority"":0.2,""high_density"":0.25,""single_output"":0.0}",4,arithmetic_add_sub,5
arithmetic_reversed_sub_w3__identity__ground_truth_region,arithmetic_reversed_sub_w3,identity,ground_truth_region,arithmetic_add_sub,0.407917,"{""carry_progression"":0.09374985,""lower_triangularity"":0.10416675,""moderate_density"":0.11000000000000001,""multi_output"":0.1}",5,arithmetic_add_sub,5
arithmetic_reversed_sub_w3__identity__ground_truth_region,arithmetic_reversed_sub_w3,identity,ground_truth_region,bit_manipulation,0.316667,"{""diagonal_or_shift"":0.04166675,""locality"":0.0,""regularity"":0.2,""sparse_or_permutation"":0.075}",6,arithmetic_add_sub,5
arithmetic_reversed_sub_w3__identity__ground_truth_region,arithmetic_reversed_sub_w3,identity,ground_truth_region,boolean_bitwise,0.291667,"{""diagonal"":0.09166685000000001,""locality"":0.0,""regularity"":0.2}",7,arithmetic_add_sub,5
arithmetic_reversed_sub_w3__identity__ground_truth_region,arithmetic_reversed_sub_w3,identity,ground_truth_region,unknown,0.050000,"{""fallback"":0.05}",8,arithmetic_add_sub,5
arithmetic_reversed_sub_w3__identity__whole_output_cone,arithmetic_reversed_sub_w3,identity,whole_output_cone,arithmetic_multiply,0.916666,"{""broad_dependency"":0.35,""low_diagonal"":0.12499995,""multi_output"":0.15,""multiplier_geometry"":0.29166654999999997}",1,arithmetic_add_sub,5
arithmetic_reversed_sub_w3__identity__whole_output_cone,arithmetic_reversed_sub_w3,identity,whole_output_cone,control_mux,0.650000,"{""control_signal"":0.0,""multi_output"":0.25,""output_bus"":0.2,""regular_rows"":0.2}",2,arithmetic_add_sub,5
arithmetic_reversed_sub_w3__identity__whole_output_cone,arithmetic_reversed_sub_w3,identity,whole_output_cone,arithmetic_affine_or_mac,0.614583,"{""broad_dependency"":0.25,""carry_progression"":0.05208325,""moderate_bandwidth"":0.125,""multi_input"":0.1875}",3,arithmetic_add_sub,5
arithmetic_reversed_sub_w3__identity__whole_output_cone,arithmetic_reversed_sub_w3,identity,whole_output_cone,comparison,0.450000,"{""high_bit_priority"":0.2,""high_density"":0.25,""single_output"":0.0}",4,arithmetic_add_sub,5
arithmetic_reversed_sub_w3__identity__whole_output_cone,arithmetic_reversed_sub_w3,identity,whole_output_cone,arithmetic_add_sub,0.407917,"{""carry_progression"":0.09374985,""lower_triangularity"":0.10416675,""moderate_density"":0.11000000000000001,""multi_output"":0.1}",5,arithmetic_add_sub,5
arithmetic_reversed_sub_w3__identity__whole_output_cone,arithmetic_reversed_sub_w3,identity,whole_output_cone,bit_manipulation,0.316667,"{""diagonal_or_shift"":0.04166675,""locality"":0.0,""regularity"":0.2,""sparse_or_permutation"":0.075}",6,arithmetic_add_sub,5
arithmetic_reversed_sub_w3__identity__whole_output_cone,arithmetic_reversed_sub_w3,identity,whole_output_cone,boolean_bitwise,0.291667,"{""diagonal"":0.09166685000000001,""locality"":0.0,""regularity"":0.2}",7,arithmetic_add_sub,5
arithmetic_reversed_sub_w3__identity__whole_output_cone,arithmetic_reversed_sub_w3,identity,whole_output_cone,unknown,0.050000,"{""fallback"":0.05}",8,arithmetic_add_sub,5
arithmetic_reversed_sub_w4__identity__ground_truth_region,arithmetic_reversed_sub_w4,identity,ground_truth_region,arithmetic_multiply,0.937500,"{""broad_dependency"":0.35,""low_diagonal"":0.13125,""multi_output"":0.15,""multiplier_geometry"":0.30624999999999997}",1,arithmetic_add_sub,5
arithmetic_reversed_sub_w4__identity__ground_truth_region,arithmetic_reversed_sub_w4,identity,ground_truth_region,arithmetic_affine_or_mac,0.671875,"{""broad_dependency"":0.25,""carry_progression"":0.046875,""moderate_bandwidth"":0.125,""multi_input"":0.25}",2,arithmetic_add_sub,5
arithmetic_reversed_sub_w4__identity__ground_truth_region,arithmetic_reversed_sub_w4,identity,ground_truth_region,control_mux,0.650000,"{""control_signal"":0.0,""multi_output"":0.25,""output_bus"":0.2,""regular_rows"":0.2}",3,arithmetic_add_sub,5
arithmetic_reversed_sub_w4__identity__ground_truth_region,arithmetic_reversed_sub_w4,identity,ground_truth_region,comparison,0.450000,"{""high_bit_priority"":0.2,""high_density"":0.25,""single_output"":0.0}",4,arithmetic_add_sub,5
arithmetic_reversed_sub_w4__identity__ground_truth_region,arithmetic_reversed_sub_w4,identity,ground_truth_region,arithmetic_add_sub,0.388125,"{""carry_progression"":0.084375,""lower_triangularity"":0.09375,""moderate_density"":0.11000000000000001,""multi_output"":0.1}",5,arithmetic_add_sub,5
arithmetic_reversed_sub_w4__identity__ground_truth_region,arithmetic_reversed_sub_w4,identity,ground_truth_region,bit_manipulation,0.306250,"{""diagonal_or_shift"":0.03125,""locality"":0.0,""regularity"":0.2,""sparse_or_permutation"":0.075}",6,arithmetic_add_sub,5
arithmetic_reversed_sub_w4__identity__ground_truth_region,arithmetic_reversed_sub_w4,identity,ground_truth_region,boolean_bitwise,0.268750,"{""diagonal"":0.06875,""locality"":0.0,""regularity"":0.2}",7,arithmetic_add_sub,5
arithmetic_reversed_sub_w4__identity__ground_truth_region,arithmetic_reversed_sub_w4,identity,ground_truth_region,unknown,0.050000,"{""fallback"":0.05}",8,arithmetic_add_sub,5
arithmetic_reversed_sub_w4__identity__whole_output_cone,arithmetic_reversed_sub_w4,identity,whole_output_cone,arithmetic_multiply,0.937500,"{""broad_dependency"":0.35,""low_diagonal"":0.13125,""multi_output"":0.15,""multiplier_geometry"":0.30624999999999997}",1,arithmetic_add_sub,5
arithmetic_reversed_sub_w4__identity__whole_output_cone,arithmetic_reversed_sub_w4,identity,whole_output_cone,arithmetic_affine_or_mac,0.671875,"{""broad_dependency"":0.25,""carry_progression"":0.046875,""moderate_bandwidth"":0.125,""multi_input"":0.25}",2,arithmetic_add_sub,5
arithmetic_reversed_sub_w4__identity__whole_output_cone,arithmetic_reversed_sub_w4,identity,whole_output_cone,control_mux,0.650000,"{""control_signal"":0.0,""multi_output"":0.25,""output_bus"":0.2,""regular_rows"":0.2}",3,arithmetic_add_sub,5
arithmetic_reversed_sub_w4__identity__whole_output_cone,arithmetic_reversed_sub_w4,identity,whole_output_cone,comparison,0.450000,"{""high_bit_priority"":0.2,""high_density"":0.25,""single_output"":0.0}",4,arithmetic_add_sub,5
arithmetic_reversed_sub_w4__identity__whole_output_cone,arithmetic_reversed_sub_w4,identity,whole_output_cone,arithmetic_add_sub,0.388125,"{""carry_progression"":0.084375,""lower_triangularity"":0.09375,""moderate_density"":0.11000000000000001,""multi_output"":0.1}",5,arithmetic_add_sub,5
arithmetic_reversed_sub_w4__identity__whole_output_cone,arithmetic_reversed_sub_w4,identity,whole_output_cone,bit_manipulation,0.306250,"{""diagonal_or_shift"":0.03125,""locality"":0.0,""regularity"":0.2,""sparse_or_permutation"":0.075}",6,arithmetic_add_sub,5
