region_id,case_id,benchmark,family,operator,optimization,source_type,spec_circuit_path,impl_circuit_path,region_nodes,boundary_inputs,boundary_outputs,observable_outputs,ground_truth_expression,ground_truth_input_buses,ground_truth_output_buses,ground_truth_signedness,ground_truth_width_semantics,formal_scope,context_mode,source_manifest,spec_fingerprint,impl_fingerprint,declared,circuit_available,region_available,structurally_valid,interface_extractable,eligible,attempted,status,skip_reason,schema_version
arithmetic_unsigned_add_w16__balance__whole_output_cone,arithmetic_unsigned_add_w16,arithmetic_unsigned_add_w16,arithmetic,unsigned_add,balance,whole_output_cone,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16""]",a + b,"[{""name"":""a"",""role"":""data"",""width"":16},{""name"":""b"",""role"":""data"",""width"":16}]","[{""name"":""y"",""width"":17}]",unsigned,none,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,truth_table_blif_intentionally_skipped,semantic_region_schema_v1
arithmetic_unsigned_add_w16__compress2rs__ground_truth_region,arithmetic_unsigned_add_w16,arithmetic_unsigned_add_w16,arithmetic,unsigned_add,compress2rs,ground_truth_region,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16""]",a + b,"[{""name"":""a"",""role"":""data"",""width"":16},{""name"":""b"",""role"":""data"",""width"":16}]","[{""name"":""y"",""width"":17}]",unsigned,none,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,ground_truth_region_not_available_for_optimized_variant,semantic_region_schema_v1
arithmetic_unsigned_add_w16__compress2rs__whole_output_cone,arithmetic_unsigned_add_w16,arithmetic_unsigned_add_w16,arithmetic,unsigned_add,compress2rs,whole_output_cone,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16""]",a + b,"[{""name"":""a"",""role"":""data"",""width"":16},{""name"":""b"",""role"":""data"",""width"":16}]","[{""name"":""y"",""width"":17}]",unsigned,none,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,truth_table_blif_intentionally_skipped,semantic_region_schema_v1
arithmetic_unsigned_add_w16__dc2__ground_truth_region,arithmetic_unsigned_add_w16,arithmetic_unsigned_add_w16,arithmetic,unsigned_add,dc2,ground_truth_region,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16""]",a + b,"[{""name"":""a"",""role"":""data"",""width"":16},{""name"":""b"",""role"":""data"",""width"":16}]","[{""name"":""y"",""width"":17}]",unsigned,none,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,ground_truth_region_not_available_for_optimized_variant,semantic_region_schema_v1
arithmetic_unsigned_add_w16__dc2__whole_output_cone,arithmetic_unsigned_add_w16,arithmetic_unsigned_add_w16,arithmetic,unsigned_add,dc2,whole_output_cone,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16""]",a + b,"[{""name"":""a"",""role"":""data"",""width"":16},{""name"":""b"",""role"":""data"",""width"":16}]","[{""name"":""y"",""width"":17}]",unsigned,none,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,truth_table_blif_intentionally_skipped,semantic_region_schema_v1
arithmetic_unsigned_add_w16__identity__ground_truth_region,arithmetic_unsigned_add_w16,arithmetic_unsigned_add_w16,arithmetic,unsigned_add,identity,ground_truth_region,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16""]",a + b,"[{""name"":""a"",""role"":""data"",""width"":16},{""name"":""b"",""role"":""data"",""width"":16}]","[{""name"":""y"",""width"":17}]",unsigned,none,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,truth_table_blif_intentionally_skipped,semantic_region_schema_v1
arithmetic_unsigned_add_w16__identity__whole_output_cone,arithmetic_unsigned_add_w16,arithmetic_unsigned_add_w16,arithmetic,unsigned_add,identity,whole_output_cone,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16""]",a + b,"[{""name"":""a"",""role"":""data"",""width"":16},{""name"":""b"",""role"":""data"",""width"":16}]","[{""name"":""y"",""width"":17}]",unsigned,none,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,truth_table_blif_intentionally_skipped,semantic_region_schema_v1
arithmetic_unsigned_add_w16__refactor__ground_truth_region,arithmetic_unsigned_add_w16,arithmetic_unsigned_add_w16,arithmetic,unsigned_add,refactor,ground_truth_region,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16""]",a + b,"[{""name"":""a"",""role"":""data"",""width"":16},{""name"":""b"",""role"":""data"",""width"":16}]","[{""name"":""y"",""width"":17}]",unsigned,none,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,ground_truth_region_not_available_for_optimized_variant,semantic_region_schema_v1
arithmetic_unsigned_add_w16__refactor__whole_output_cone,arithmetic_unsigned_add_w16,arithmetic_unsigned_add_w16,arithmetic,unsigned_add,refactor,whole_output_cone,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16""]",a + b,"[{""name"":""a"",""role"":""data"",""width"":16},{""name"":""b"",""role"":""data"",""width"":16}]","[{""name"":""y"",""width"":17}]",unsigned,none,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,truth_table_blif_intentionally_skipped,semantic_region_schema_v1
arithmetic_unsigned_add_w16__resub__ground_truth_region,arithmetic_unsigned_add_w16,arithmetic_unsigned_add_w16,arithmetic,unsigned_add,resub,ground_truth_region,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16""]",a + b,"[{""name"":""a"",""role"":""data"",""width"":16},{""name"":""b"",""role"":""data"",""width"":16}]","[{""name"":""y"",""width"":17}]",unsigned,none,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,ground_truth_region_not_available_for_optimized_variant,semantic_region_schema_v1
arithmetic_unsigned_add_w16__resub__whole_output_cone,arithmetic_unsigned_add_w16,arithmetic_unsigned_add_w16,arithmetic,unsigned_add,resub,whole_output_cone,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16""]",a + b,"[{""name"":""a"",""role"":""data"",""width"":16},{""name"":""b"",""role"":""data"",""width"":16}]","[{""name"":""y"",""width"":17}]",unsigned,none,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,truth_table_blif_intentionally_skipped,semantic_region_schema_v1
arithmetic_unsigned_add_w16__resyn__ground_truth_region,arithmetic_unsigned_add_w16,arithmetic_unsigned_add_w16,arithmetic,unsigned_add,resyn,ground_truth_region,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16""]",a + b,"[{""name"":""a"",""role"":""data"",""width"":16},{""name"":""b"",""role"":""data"",""width"":16}]","[{""name"":""y"",""width"":17}]",unsigned,none,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,ground_truth_region_not_available_for_optimized_variant,semantic_region_schema_v1
arithmetic_unsigned_add_w16__resyn__whole_output_cone,arithmetic_unsigned_add_w16,arithmetic_unsigned_add_w16,arithmetic,unsigned_add,resyn,whole_output_cone,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16""]",a + b,"[{""name"":""a"",""role"":""data"",""width"":16},{""name"":""b"",""role"":""data"",""width"":16}]","[{""name"":""y"",""width"":17}]",unsigned,none,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,truth_table_blif_intentionally_skipped,semantic_region_schema_v1
arithmetic_unsigned_add_w16__resyn2__ground_truth_region,arithmetic_unsigned_add_w16,arithmetic_unsigned_add_w16,arithmetic,unsigned_add,resyn2,ground_truth_region,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16""]",a + b,"[{""name"":""a"",""role"":""data"",""width"":16},{""name"":""b"",""role"":""data"",""width"":16}]","[{""name"":""y"",""width"":17}]",unsigned,none,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,ground_truth_region_not_available_for_optimized_variant,semantic_region_schema_v1
arithmetic_unsigned_add_w16__resyn2__whole_output_cone,arithmetic_unsigned_add_w16,arithmetic_unsigned_add_w16,arithmetic,unsigned_add,resyn2,whole_output_cone,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16""]",a + b,"[{""name"":""a"",""role"":""data"",""width"":16},{""name"":""b"",""role"":""data"",""width"":16}]","[{""name"":""y"",""width"":17}]",unsigned,none,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,truth_table_blif_intentionally_skipped,semantic_region_schema_v1
arithmetic_unsigned_add_w16__rewrite__ground_truth_region,arithmetic_unsigned_add_w16,arithmetic_unsigned_add_w16,arithmetic,unsigned_add,rewrite,ground_truth_region,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16""]",a + b,"[{""name"":""a"",""role"":""data"",""width"":16},{""name"":""b"",""role"":""data"",""width"":16}]","[{""name"":""y"",""width"":17}]",unsigned,none,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,ground_truth_region_not_available_for_optimized_variant,semantic_region_schema_v1
arithmetic_unsigned_add_w16__rewrite__whole_output_cone,arithmetic_unsigned_add_w16,arithmetic_unsigned_add_w16,arithmetic,unsigned_add,rewrite,whole_output_cone,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16""]",a + b,"[{""name"":""a"",""role"":""data"",""width"":16},{""name"":""b"",""role"":""data"",""width"":16}]","[{""name"":""y"",""width"":17}]",unsigned,none,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,truth_table_blif_intentionally_skipped,semantic_region_schema_v1
arithmetic_unsigned_add_w2__balance__ground_truth_region,arithmetic_unsigned_add_w2,arithmetic_unsigned_add_w2,arithmetic,unsigned_add,balance,ground_truth_region,benchmarks/semantic_recovery/blif/source/arithmetic_unsigned_add_w2.blif,benchmarks/semantic_recovery/blif/variants/balance/arithmetic_unsigned_add_w2.blif,[],[],[],"[""y_0"",""y_1"",""y_2""]",a + b,"[{""name"":""a"",""role"":""data"",""width"":2},{""name"":""b"",""role"":""data"",""width"":2}]","[{""name"":""y"",""width"":3}]",unsigned,none,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,"{""benchmark_id"":""arithmetic_unsigned_add_w2"",""file_hash"":""c1dc150048d07a1a"",""gate_count"":3,""node_count"":7,""optimization_id"":""identity"",""pi_interface_fingerprint"":""a758553d7c6a21a2"",""po_interface_fingerprint"":""7e581f1a5dd8d474""}","{""benchmark_id"":""arithmetic_unsigned_add_w2"",""file_hash"":""53e9a7af10ec0f58"",""gate_count"":24,""node_count"":28,""optimization_id"":""balance"",""pi_interface_fingerprint"":""a758553d7c6a21a2"",""po_interface_fingerprint"":""7e581f1a5dd8d474""}",true,true,false,false,false,false,false,unsupported_case,ground_truth_region_not_available_for_optimized_variant,semantic_region_schema_v1
arithmetic_unsigned_add_w2__balance__whole_output_cone,arithmetic_unsigned_add_w2,arithmetic_unsigned_add_w2,arithmetic,unsigned_add,balance,whole_output_cone,benchmarks/semantic_recovery/blif/source/arithmetic_unsigned_add_w2.blif,benchmarks/semantic_recovery/blif/variants/balance/arithmetic_unsigned_add_w2.blif,"[""new_n11"",""new_n12"",""new_n13"",""new_n14"",""new_n15"",""new_n16"",""new_n17"",""new_n18"",""new_n19"",""new_n20"",""new_n21"",""new_n22"",""new_n23"",""new_n24"",""new_n26"",""new_n27"",""new_n28"",""new_n29"",""new_n30"",""new_n8"",""new_n9"",""y_0"",""y_1"",""y_2""]","[""a_0"",""a_0"",""a_0"",""a_0"",""a_0"",""a_0"",""a_1"",""a_1"",""a_1"",""a_1"",""a_1"",""a_1"",""b_0"",""b_0"",""b_0"",""b_0"",""b_0"",""b_0"",""b_1"",""b_1"",""b_1"",""b_1"",""b_1"",""b_1"",""b_1""]","[""y_0"",""y_1"",""y_2""]","[""y_0"",""y_1"",""y_2""]",a + b,"[{""name"":""a"",""role"":""data"",""width"":2},{""name"":""b"",""role"":""data"",""width"":2}]","[{""name"":""y"",""width"":3}]",unsigned,none,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,"{""benchmark_id"":""arithmetic_unsigned_add_w2"",""file_hash"":""c1dc150048d07a1a"",""gate_count"":3,""node_count"":7,""optimization_id"":""identity"",""pi_interface_fingerprint"":""a758553d7c6a21a2"",""po_interface_fingerprint"":""7e581f1a5dd8d474""}","{""benchmark_id"":""arithmetic_unsigned_add_w2"",""file_hash"":""53e9a7af10ec0f58"",""gate_count"":24,""node_count"":28,""optimization_id"":""balance"",""pi_interface_fingerprint"":""a758553d7c6a21a2"",""po_interface_fingerprint"":""7e581f1a5dd8d474""}",true,true,true,true,true,true,true,eligible,,semantic_region_schema_v1
arithmetic_unsigned_add_w2__compress2rs__ground_truth_region,arithmetic_unsigned_add_w2,arithmetic_unsigned_add_w2,arithmetic,unsigned_add,compress2rs,ground_truth_region,benchmarks/semantic_recovery/blif/source/arithmetic_unsigned_add_w2.blif,benchmarks/semantic_recovery/blif/variants/compress2rs/arithmetic_unsigned_add_w2.blif,[],[],[],"[""y_0"",""y_1"",""y_2""]",a + b,"[{""name"":""a"",""role"":""data"",""width"":2},{""name"":""b"",""role"":""data"",""width"":2}]","[{""name"":""y"",""width"":3}]",unsigned,none,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,"{""benchmark_id"":""arithmetic_unsigned_add_w2"",""file_hash"":""c1dc150048d07a1a"",""gate_count"":3,""node_count"":7,""optimization_id"":""identity"",""pi_interface_fingerprint"":""a758553d7c6a21a2"",""po_interface_fingerprint"":""7e581f1a5dd8d474""}","{""benchmark_id"":""arithmetic_unsigned_add_w2"",""file_hash"":""0778b11933a2f634"",""gate_count"":10,""node_count"":14,""optimization_id"":""compress2rs"",""pi_interface_fingerprint"":""a758553d7c6a21a2"",""po_interface_fingerprint"":""7e581f1a5dd8d474""}",true,true,false,false,false,false,false,unsupported_case,ground_truth_region_not_available_for_optimized_variant,semantic_region_schema_v1
arithmetic_unsigned_add_w2__compress2rs__whole_output_cone,arithmetic_unsigned_add_w2,arithmetic_unsigned_add_w2,arithmetic,unsigned_add,compress2rs,whole_output_cone,benchmarks/semantic_recovery/blif/source/arithmetic_unsigned_add_w2.blif,benchmarks/semantic_recovery/blif/variants/compress2rs/arithmetic_unsigned_add_w2.blif,"[""new_n11"",""new_n12"",""new_n13"",""new_n14"",""new_n15"",""new_n8"",""new_n9"",""y_0"",""y_1"",""y_2""]","[""a_0"",""a_0"",""a_1"",""a_1"",""b_0"",""b_0"",""b_1"",""b_1""]","[""y_0"",""y_1"",""y_2""]","[""y_0"",""y_1"",""y_2""]",a + b,"[{""name"":""a"",""role"":""data"",""width"":2},{""name"":""b"",""role"":""data"",""width"":2}]","[{""name"":""y"",""width"":3}]",unsigned,none,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,"{""benchmark_id"":""arithmetic_unsigned_add_w2"",""file_hash"":""c1dc150048d07a1a"",""gate_count"":3,""node_count"":7,""optimization_id"":""identity"",""pi_interface_fingerprint"":""a758553d7c6a21a2"",""po_interface_fingerprint"":""7e581f1a5dd8d474""}","{""benchmark_id"":""arithmetic_unsigned_add_w2"",""file_hash"":""0778b11933a2f634"",""gate_count"":10,""node_count"":14,""optimization_id"":""compress2rs"",""pi_interface_fingerprint"":""a758553d7c6a21a2"",""po_interface_fingerprint"":""7e581f1a5dd8d474""}",true,true,true,true,true,true,true,eligible,,semantic_region_schema_v1
arithmetic_unsigned_add_w2__dc2__ground_truth_region,arithmetic_unsigned_add_w2,arithmetic_unsigned_add_w2,arithmetic,unsigned_add,dc2,ground_truth_region,benchmarks/semantic_recovery/blif/source/arithmetic_unsigned_add_w2.blif,benchmarks/semantic_recovery/blif/variants/dc2/arithmetic_unsigned_add_w2.blif,[],[],[],"[""y_0"",""y_1"",""y_2""]",a + b,"[{""name"":""a"",""role"":""data"",""width"":2},{""name"":""b"",""role"":""data"",""width"":2}]","[{""name"":""y"",""width"":3}]",unsigned,none,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,"{""benchmark_id"":""arithmetic_unsigned_add_w2"",""file_hash"":""c1dc150048d07a1a"",""gate_count"":3,""node_count"":7,""optimization_id"":""identity"",""pi_interface_fingerprint"":""a758553d7c6a21a2"",""po_interface_fingerprint"":""7e581f1a5dd8d474""}","{""benchmark_id"":""arithmetic_unsigned_add_w2"",""file_hash"":""a621f2991211c2fc"",""gate_count"":11,""node_count"":15,""optimization_id"":""dc2"",""pi_interface_fingerprint"":""a758553d7c6a21a2"",""po_interface_fingerprint"":""7e581f1a5dd8d474""}",true,true,false,false,false,false,false,unsupported_case,ground_truth_region_not_available_for_optimized_variant,semantic_region_schema_v1
arithmetic_unsigned_add_w2__dc2__whole_output_cone,arithmetic_unsigned_add_w2,arithmetic_unsigned_add_w2,arithmetic,unsigned_add,dc2,whole_output_cone,benchmarks/semantic_recovery/blif/source/arithmetic_unsigned_add_w2.blif,benchmarks/semantic_recovery/blif/variants/dc2/arithmetic_unsigned_add_w2.blif,"[""new_n11"",""new_n12"",""new_n13"",""new_n14"",""new_n15"",""new_n17"",""new_n8"",""new_n9"",""y_0"",""y_1"",""y_2""]","[""a_0"",""a_0"",""a_1"",""a_1"",""b_0"",""b_0"",""b_1"",""b_1""]","[""y_0"",""y_1"",""y_2""]","[""y_0"",""y_1"",""y_2""]",a + b,"[{""name"":""a"",""role"":""data"",""width"":2},{""name"":""b"",""role"":""data"",""width"":2}]","[{""name"":""y"",""width"":3}]",unsigned,none,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,"{""benchmark_id"":""arithmetic_unsigned_add_w2"",""file_hash"":""c1dc150048d07a1a"",""gate_count"":3,""node_count"":7,""optimization_id"":""identity"",""pi_interface_fingerprint"":""a758553d7c6a21a2"",""po_interface_fingerprint"":""7e581f1a5dd8d474""}","{""benchmark_id"":""arithmetic_unsigned_add_w2"",""file_hash"":""a621f2991211c2fc"",""gate_count"":11,""node_count"":15,""optimization_id"":""dc2"",""pi_interface_fingerprint"":""a758553d7c6a21a2"",""po_interface_fingerprint"":""7e581f1a5dd8d474""}",true,true,true,true,true,true,true,eligible,,semantic_region_schema_v1
arithmetic_unsigned_add_w2__identity__ground_truth_region,arithmetic_unsigned_add_w2,arithmetic_unsigned_add_w2,arithmetic,unsigned_add,identity,ground_truth_region,benchmarks/semantic_recovery/blif/source/arithmetic_unsigned_add_w2.blif,benchmarks/semantic_recovery/blif/source/arithmetic_unsigned_add_w2.blif,"[""y_0"",""y_1"",""y_2""]","[""a_0"",""a_0"",""a_0"",""a_1"",""a_1"",""a_1"",""b_0"",""b_0"",""b_0"",""b_1"",""b_1"",""b_1""]","[""y_0"",""y_1"",""y_2""]","[""y_0"",""y_1"",""y_2""]",a + b,"[{""name"":""a"",""role"":""data"",""width"":2},{""name"":""b"",""role"":""data"",""width"":2}]","[{""name"":""y"",""width"":3}]",unsigned,none,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,"{""benchmark_id"":""arithmetic_unsigned_add_w2"",""file_hash"":""c1dc150048d07a1a"",""gate_count"":3,""node_count"":7,""optimization_id"":""identity"",""pi_interface_fingerprint"":""a758553d7c6a21a2"",""po_interface_fingerprint"":""7e581f1a5dd8d474""}","{""benchmark_id"":""arithmetic_unsigned_add_w2"",""file_hash"":""c1dc150048d07a1a"",""gate_count"":3,""node_count"":7,""optimization_id"":""identity"",""pi_interface_fingerprint"":""a758553d7c6a21a2"",""po_interface_fingerprint"":""7e581f1a5dd8d474""}",true,true,true,true,true,true,true,eligible,,semantic_region_schema_v1
arithmetic_unsigned_add_w2__identity__whole_output_cone,arithmetic_unsigned_add_w2,arithmetic_unsigned_add_w2,arithmetic,unsigned_add,identity,whole_output_cone,benchmarks/semantic_recovery/blif/source/arithmetic_unsigned_add_w2.blif,benchmarks/semantic_recovery/blif/variants/identity/arithmetic_unsigned_add_w2.blif,"[""y_0"",""y_1"",""y_2""]","[""a_0"",""a_0"",""a_0"",""a_1"",""a_1"",""a_1"",""b_0"",""b_0"",""b_0"",""b_1"",""b_1"",""b_1""]","[""y_0"",""y_1"",""y_2""]","[""y_0"",""y_1"",""y_2""]",a + b,"[{""name"":""a"",""role"":""data"",""width"":2},{""name"":""b"",""role"":""data"",""width"":2}]","[{""name"":""y"",""width"":3}]",unsigned,none,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,"{""benchmark_id"":""arithmetic_unsigned_add_w2"",""file_hash"":""c1dc150048d07a1a"",""gate_count"":3,""node_count"":7,""optimization_id"":""identity"",""pi_interface_fingerprint"":""a758553d7c6a21a2"",""po_interface_fingerprint"":""7e581f1a5dd8d474""}","{""benchmark_id"":""arithmetic_unsigned_add_w2"",""file_hash"":""c1dc150048d07a1a"",""gate_count"":3,""node_count"":7,""optimization_id"":""identity"",""pi_interface_fingerprint"":""a758553d7c6a21a2"",""po_interface_fingerprint"":""7e581f1a5dd8d474""}",true,true,true,true,true,true,true,eligible,,semantic_region_schema_v1
arithmetic_unsigned_add_w2__refactor__ground_truth_region,arithmetic_unsigned_add_w2,arithmetic_unsigned_add_w2,arithmetic,unsigned_add,refactor,ground_truth_region,benchmarks/semantic_recovery/blif/source/arithmetic_unsigned_add_w2.blif,benchmarks/semantic_recovery/blif/variants/refactor/arithmetic_unsigned_add_w2.blif,[],[],[],"[""y_0"",""y_1"",""y_2""]",a + b,"[{""name"":""a"",""role"":""data"",""width"":2},{""name"":""b"",""role"":""data"",""width"":2}]","[{""name"":""y"",""width"":3}]",unsigned,none,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,"{""benchmark_id"":""arithmetic_unsigned_add_w2"",""file_hash"":""c1dc150048d07a1a"",""gate_count"":3,""node_count"":7,""optimization_id"":""identity"",""pi_interface_fingerprint"":""a758553d7c6a21a2"",""po_interface_fingerprint"":""7e581f1a5dd8d474""}","{""benchmark_id"":""arithmetic_unsigned_add_w2"",""file_hash"":""774caf561c0f1e04"",""gate_count"":20,""node_count"":24,""optimization_id"":""refactor"",""pi_interface_fingerprint"":""a758553d7c6a21a2"",""po_interface_fingerprint"":""7e581f1a5dd8d474""}",true,true,false,false,false,false,false,unsupported_case,ground_truth_region_not_available_for_optimized_variant,semantic_region_schema_v1
arithmetic_unsigned_add_w2__refactor__whole_output_cone,arithmetic_unsigned_add_w2,arithmetic_unsigned_add_w2,arithmetic,unsigned_add,refactor,whole_output_cone,benchmarks/semantic_recovery/blif/source/arithmetic_unsigned_add_w2.blif,benchmarks/semantic_recovery/blif/variants/refactor/arithmetic_unsigned_add_w2.blif,"[""new_n11"",""new_n12"",""new_n13"",""new_n14"",""new_n15"",""new_n16"",""new_n17"",""new_n18"",""new_n19"",""new_n20"",""new_n21"",""new_n23"",""new_n24"",""new_n25"",""new_n26"",""new_n8"",""new_n9"",""y_0"",""y_1"",""y_2""]","[""a_0"",""a_0"",""a_0"",""a_0"",""a_0"",""a_1"",""a_1"",""a_1"",""a_1"",""a_1"",""b_0"",""b_0"",""b_0"",""b_0"",""b_0"",""b_1"",""b_1"",""b_1"",""b_1"",""b_1"",""b_1""]","[""y_0"",""y_1"",""y_2""]","[""y_0"",""y_1"",""y_2""]",a + b,"[{""name"":""a"",""role"":""data"",""width"":2},{""name"":""b"",""role"":""data"",""width"":2}]","[{""name"":""y"",""width"":3}]",unsigned,none,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,"{""benchmark_id"":""arithmetic_unsigned_add_w2"",""file_hash"":""c1dc150048d07a1a"",""gate_count"":3,""node_count"":7,""optimization_id"":""identity"",""pi_interface_fingerprint"":""a758553d7c6a21a2"",""po_interface_fingerprint"":""7e581f1a5dd8d474""}","{""benchmark_id"":""arithmetic_unsigned_add_w2"",""file_hash"":""774caf561c0f1e04"",""gate_count"":20,""node_count"":24,""optimization_id"":""refactor"",""pi_interface_fingerprint"":""a758553d7c6a21a2"",""po_interface_fingerprint"":""7e581f1a5dd8d474""}",true,true,true,true,true,true,true,eligible,,semantic_region_schema_v1
