candidate_id,region_id,simulation_filter_mode,sample_count,sample_matches,sample_mismatches,sample_match_rate,first_mismatch_pattern,mismatch_output_bits,simulation_runtime,simulation_status,simulation_evidence_level,schema_version
arithmetic_sub_w3__identity__ground_truth_region__cand_0025,arithmetic_sub_w3__identity__ground_truth_region,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":7,""b"":7},""candidate_output"":15,""difference"":15,""gate_output"":0,""pattern_id"":""p0001""}",15,0.000324,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__ground_truth_region__cand_0026,arithmetic_sub_w3__identity__ground_truth_region,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":7,""b"":7},""candidate_output"":14,""difference"":14,""gate_output"":0,""pattern_id"":""p0001""}",14,0.000324,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__ground_truth_region__cand_0027,arithmetic_sub_w3__identity__ground_truth_region,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":7,""b"":7},""candidate_output"":3,""difference"":3,""gate_output"":0,""pattern_id"":""p0001""}",3,0.000327,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__ground_truth_region__cand_0028,arithmetic_sub_w3__identity__ground_truth_region,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":7,""b"":7},""candidate_output"":15,""difference"":15,""gate_output"":0,""pattern_id"":""p0001""}",15,0.000331,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__ground_truth_region__cand_0029,arithmetic_sub_w3__identity__ground_truth_region,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":1,""b"":0},""candidate_output"":0,""difference"":1,""gate_output"":1,""pattern_id"":""p0003""}",1,0.000567,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__ground_truth_region__cand_0030,arithmetic_sub_w3__identity__ground_truth_region,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":7,""b"":7},""candidate_output"":7,""difference"":7,""gate_output"":0,""pattern_id"":""p0001""}",7,0.000331,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__ground_truth_region__cand_0031,arithmetic_sub_w3__identity__ground_truth_region,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":7,""b"":7},""candidate_output"":7,""difference"":7,""gate_output"":0,""pattern_id"":""p0001""}",7,0.000321,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__ground_truth_region__cand_0032,arithmetic_sub_w3__identity__ground_truth_region,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":0,""b"":0},""candidate_output"":15,""difference"":15,""gate_output"":0,""pattern_id"":""p0000""}",15,0.000203,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__ground_truth_region__cand_0033,arithmetic_sub_w3__identity__ground_truth_region,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":0,""b"":0},""candidate_output"":15,""difference"":15,""gate_output"":0,""pattern_id"":""p0000""}",15,0.000202,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__ground_truth_region__cand_0034,arithmetic_sub_w3__identity__ground_truth_region,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":7,""b"":7},""candidate_output"":7,""difference"":7,""gate_output"":0,""pattern_id"":""p0001""}",7,0.000327,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__ground_truth_region__cand_0035,arithmetic_sub_w3__identity__ground_truth_region,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":7,""b"":7},""candidate_output"":7,""difference"":7,""gate_output"":0,""pattern_id"":""p0001""}",7,0.000323,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__ground_truth_region__cand_0036,arithmetic_sub_w3__identity__ground_truth_region,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":0,""b"":1},""candidate_output"":1,""difference"":14,""gate_output"":15,""pattern_id"":""p0011""}",14,0.001531,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__ground_truth_region__cand_0037,arithmetic_sub_w3__identity__ground_truth_region,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":0,""b"":0},""candidate_output"":15,""difference"":15,""gate_output"":0,""pattern_id"":""p0000""}",15,0.000205,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0001,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":7,""b"":7},""candidate_output"":7,""difference"":7,""gate_output"":0,""pattern_id"":""p0001""}",7,0.000329,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0002,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":7,""b"":7},""candidate_output"":9,""difference"":9,""gate_output"":0,""pattern_id"":""p0001""}",9,0.000332,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0003,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":7,""b"":7},""candidate_output"":7,""difference"":7,""gate_output"":0,""pattern_id"":""p0001""}",7,0.000327,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0004,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":7,""b"":7},""candidate_output"":7,""difference"":7,""gate_output"":0,""pattern_id"":""p0001""}",7,0.000327,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0005,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":1,""b"":0},""candidate_output"":0,""difference"":1,""gate_output"":1,""pattern_id"":""p0003""}",1,0.000568,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0006,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":0,""b"":0},""candidate_output"":1,""difference"":1,""gate_output"":0,""pattern_id"":""p0000""}",1,0.000208,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0007,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":0,""b"":0},""candidate_output"":15,""difference"":15,""gate_output"":0,""pattern_id"":""p0000""}",15,0.000205,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0008,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":7,""b"":7},""candidate_output"":7,""difference"":7,""gate_output"":0,""pattern_id"":""p0001""}",7,0.000327,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0009,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":0,""b"":0},""candidate_output"":2,""difference"":2,""gate_output"":0,""pattern_id"":""p0000""}",2,0.000208,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0010,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":0,""b"":0},""candidate_output"":14,""difference"":14,""gate_output"":0,""pattern_id"":""p0000""}",14,0.000209,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0011,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":7,""b"":7},""candidate_output"":14,""difference"":14,""gate_output"":0,""pattern_id"":""p0001""}",14,0.000325,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0012,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":0,""b"":0},""candidate_output"":3,""difference"":3,""gate_output"":0,""pattern_id"":""p0000""}",3,0.000208,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0013,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":0,""b"":0},""candidate_output"":13,""difference"":13,""gate_output"":0,""pattern_id"":""p0000""}",13,0.000207,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0014,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":7,""b"":7},""candidate_output"":5,""difference"":5,""gate_output"":0,""pattern_id"":""p0001""}",5,0.000327,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0015,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":0,""b"":0},""candidate_output"":15,""difference"":15,""gate_output"":0,""pattern_id"":""p0000""}",15,0.000219,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0016,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":0,""b"":0},""candidate_output"":1,""difference"":1,""gate_output"":0,""pattern_id"":""p0000""}",1,0.000236,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0017,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":7,""b"":7},""candidate_output"":9,""difference"":9,""gate_output"":0,""pattern_id"":""p0001""}",9,0.000341,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0018,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":7,""b"":7},""candidate_output"":7,""difference"":7,""gate_output"":0,""pattern_id"":""p0001""}",7,0.000338,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0019,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":7,""b"":7},""candidate_output"":9,""difference"":9,""gate_output"":0,""pattern_id"":""p0001""}",9,0.000327,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0020,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":7,""b"":7},""candidate_output"":7,""difference"":7,""gate_output"":0,""pattern_id"":""p0001""}",7,0.000327,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0021,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":7,""b"":7},""candidate_output"":7,""difference"":7,""gate_output"":0,""pattern_id"":""p0001""}",7,0.000330,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0022,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":1,""b"":0},""candidate_output"":0,""difference"":1,""gate_output"":1,""pattern_id"":""p0003""}",1,0.000567,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0023,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":0,""b"":0},""candidate_output"":1,""difference"":1,""gate_output"":0,""pattern_id"":""p0000""}",1,0.000206,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0024,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":0,""b"":0},""candidate_output"":15,""difference"":15,""gate_output"":0,""pattern_id"":""p0000""}",15,0.000205,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0025,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":7,""b"":7},""candidate_output"":15,""difference"":15,""gate_output"":0,""pattern_id"":""p0001""}",15,0.000330,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0026,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":7,""b"":7},""candidate_output"":14,""difference"":14,""gate_output"":0,""pattern_id"":""p0001""}",14,0.000330,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0027,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":7,""b"":7},""candidate_output"":3,""difference"":3,""gate_output"":0,""pattern_id"":""p0001""}",3,0.000327,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0028,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":7,""b"":7},""candidate_output"":15,""difference"":15,""gate_output"":0,""pattern_id"":""p0001""}",15,0.000329,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0029,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":1,""b"":0},""candidate_output"":0,""difference"":1,""gate_output"":1,""pattern_id"":""p0003""}",1,0.000572,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0030,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":7,""b"":7},""candidate_output"":7,""difference"":7,""gate_output"":0,""pattern_id"":""p0001""}",7,0.000327,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0031,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":7,""b"":7},""candidate_output"":7,""difference"":7,""gate_output"":0,""pattern_id"":""p0001""}",7,0.000330,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0032,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":0,""b"":0},""candidate_output"":15,""difference"":15,""gate_output"":0,""pattern_id"":""p0000""}",15,0.000207,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0033,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":0,""b"":0},""candidate_output"":15,""difference"":15,""gate_output"":0,""pattern_id"":""p0000""}",15,0.000207,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0034,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":7,""b"":7},""candidate_output"":7,""difference"":7,""gate_output"":0,""pattern_id"":""p0001""}",7,0.000328,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0035,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":7,""b"":7},""candidate_output"":7,""difference"":7,""gate_output"":0,""pattern_id"":""p0001""}",7,0.000327,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0036,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":0,""b"":1},""candidate_output"":1,""difference"":14,""gate_output"":15,""pattern_id"":""p0011""}",14,0.001517,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w3__identity__whole_output_cone__cand_0037,arithmetic_sub_w3__identity__whole_output_cone,semantic_patterns,34,33,1,0.970588,"{""assignment"":{""a"":0,""b"":0},""candidate_output"":15,""difference"":15,""gate_output"":0,""pattern_id"":""p0000""}",15,0.000207,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w4__identity__ground_truth_region__cand_0001,arithmetic_sub_w4__identity__ground_truth_region,semantic_patterns,42,41,1,0.976190,"{""assignment"":{""a"":15,""b"":15},""candidate_output"":15,""difference"":15,""gate_output"":0,""pattern_id"":""p0001""}",15,0.001501,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w4__identity__ground_truth_region__cand_0002,arithmetic_sub_w4__identity__ground_truth_region,semantic_patterns,42,41,1,0.976190,"{""assignment"":{""a"":15,""b"":15},""candidate_output"":17,""difference"":17,""gate_output"":0,""pattern_id"":""p0001""}",17,0.001484,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w4__identity__ground_truth_region__cand_0003,arithmetic_sub_w4__identity__ground_truth_region,semantic_patterns,42,41,1,0.976190,"{""assignment"":{""a"":15,""b"":15},""candidate_output"":15,""difference"":15,""gate_output"":0,""pattern_id"":""p0001""}",15,0.001473,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w4__identity__ground_truth_region__cand_0004,arithmetic_sub_w4__identity__ground_truth_region,semantic_patterns,42,41,1,0.976190,"{""assignment"":{""a"":15,""b"":15},""candidate_output"":15,""difference"":15,""gate_output"":0,""pattern_id"":""p0001""}",15,0.001466,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w4__identity__ground_truth_region__cand_0005,arithmetic_sub_w4__identity__ground_truth_region,semantic_patterns,42,41,1,0.976190,"{""assignment"":{""a"":1,""b"":0},""candidate_output"":0,""difference"":1,""gate_output"":1,""pattern_id"":""p0003""}",1,0.002710,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w4__identity__ground_truth_region__cand_0006,arithmetic_sub_w4__identity__ground_truth_region,semantic_patterns,42,41,1,0.976190,"{""assignment"":{""a"":0,""b"":0},""candidate_output"":1,""difference"":1,""gate_output"":0,""pattern_id"":""p0000""}",1,0.000840,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w4__identity__ground_truth_region__cand_0007,arithmetic_sub_w4__identity__ground_truth_region,semantic_patterns,42,41,1,0.976190,"{""assignment"":{""a"":0,""b"":0},""candidate_output"":31,""difference"":31,""gate_output"":0,""pattern_id"":""p0000""}",31,0.000906,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w4__identity__ground_truth_region__cand_0008,arithmetic_sub_w4__identity__ground_truth_region,semantic_patterns,42,41,1,0.976190,"{""assignment"":{""a"":15,""b"":15},""candidate_output"":15,""difference"":15,""gate_output"":0,""pattern_id"":""p0001""}",15,0.001459,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w4__identity__ground_truth_region__cand_0009,arithmetic_sub_w4__identity__ground_truth_region,semantic_patterns,42,41,1,0.976190,"{""assignment"":{""a"":0,""b"":0},""candidate_output"":2,""difference"":2,""gate_output"":0,""pattern_id"":""p0000""}",2,0.000858,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w4__identity__ground_truth_region__cand_0010,arithmetic_sub_w4__identity__ground_truth_region,semantic_patterns,42,41,1,0.976190,"{""assignment"":{""a"":0,""b"":0},""candidate_output"":30,""difference"":30,""gate_output"":0,""pattern_id"":""p0000""}",30,0.000838,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w4__identity__ground_truth_region__cand_0011,arithmetic_sub_w4__identity__ground_truth_region,semantic_patterns,42,41,1,0.976190,"{""assignment"":{""a"":15,""b"":15},""candidate_output"":30,""difference"":30,""gate_output"":0,""pattern_id"":""p0001""}",30,0.001477,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w4__identity__ground_truth_region__cand_0012,arithmetic_sub_w4__identity__ground_truth_region,semantic_patterns,42,41,1,0.976190,"{""assignment"":{""a"":0,""b"":0},""candidate_output"":3,""difference"":3,""gate_output"":0,""pattern_id"":""p0000""}",3,0.000847,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w4__identity__ground_truth_region__cand_0013,arithmetic_sub_w4__identity__ground_truth_region,semantic_patterns,42,41,1,0.976190,"{""assignment"":{""a"":0,""b"":0},""candidate_output"":29,""difference"":29,""gate_output"":0,""pattern_id"":""p0000""}",29,0.000855,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w4__identity__ground_truth_region__cand_0014,arithmetic_sub_w4__identity__ground_truth_region,semantic_patterns,42,41,1,0.976190,"{""assignment"":{""a"":15,""b"":15},""candidate_output"":13,""difference"":13,""gate_output"":0,""pattern_id"":""p0001""}",13,0.001469,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w4__identity__ground_truth_region__cand_0015,arithmetic_sub_w4__identity__ground_truth_region,semantic_patterns,42,41,1,0.976190,"{""assignment"":{""a"":0,""b"":0},""candidate_output"":31,""difference"":31,""gate_output"":0,""pattern_id"":""p0000""}",31,0.000851,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w4__identity__ground_truth_region__cand_0016,arithmetic_sub_w4__identity__ground_truth_region,semantic_patterns,42,41,1,0.976190,"{""assignment"":{""a"":0,""b"":0},""candidate_output"":1,""difference"":1,""gate_output"":0,""pattern_id"":""p0000""}",1,0.000845,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w4__identity__ground_truth_region__cand_0017,arithmetic_sub_w4__identity__ground_truth_region,semantic_patterns,42,41,1,0.976190,"{""assignment"":{""a"":15,""b"":15},""candidate_output"":17,""difference"":17,""gate_output"":0,""pattern_id"":""p0001""}",17,0.001486,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w4__identity__ground_truth_region__cand_0018,arithmetic_sub_w4__identity__ground_truth_region,semantic_patterns,42,41,1,0.976190,"{""assignment"":{""a"":15,""b"":15},""candidate_output"":15,""difference"":15,""gate_output"":0,""pattern_id"":""p0001""}",15,0.001485,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w4__identity__ground_truth_region__cand_0019,arithmetic_sub_w4__identity__ground_truth_region,semantic_patterns,42,41,1,0.976190,"{""assignment"":{""a"":15,""b"":15},""candidate_output"":17,""difference"":17,""gate_output"":0,""pattern_id"":""p0001""}",17,0.001486,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w4__identity__ground_truth_region__cand_0020,arithmetic_sub_w4__identity__ground_truth_region,semantic_patterns,42,41,1,0.976190,"{""assignment"":{""a"":15,""b"":15},""candidate_output"":15,""difference"":15,""gate_output"":0,""pattern_id"":""p0001""}",15,0.001485,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w4__identity__ground_truth_region__cand_0021,arithmetic_sub_w4__identity__ground_truth_region,semantic_patterns,42,41,1,0.976190,"{""assignment"":{""a"":15,""b"":15},""candidate_output"":15,""difference"":15,""gate_output"":0,""pattern_id"":""p0001""}",15,0.001482,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w4__identity__ground_truth_region__cand_0022,arithmetic_sub_w4__identity__ground_truth_region,semantic_patterns,42,41,1,0.976190,"{""assignment"":{""a"":1,""b"":0},""candidate_output"":0,""difference"":1,""gate_output"":1,""pattern_id"":""p0003""}",1,0.002723,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w4__identity__ground_truth_region__cand_0023,arithmetic_sub_w4__identity__ground_truth_region,semantic_patterns,42,41,1,0.976190,"{""assignment"":{""a"":0,""b"":0},""candidate_output"":1,""difference"":1,""gate_output"":0,""pattern_id"":""p0000""}",1,0.000859,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w4__identity__ground_truth_region__cand_0024,arithmetic_sub_w4__identity__ground_truth_region,semantic_patterns,42,41,1,0.976190,"{""assignment"":{""a"":0,""b"":0},""candidate_output"":31,""difference"":31,""gate_output"":0,""pattern_id"":""p0000""}",31,0.000914,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w4__identity__ground_truth_region__cand_0025,arithmetic_sub_w4__identity__ground_truth_region,semantic_patterns,42,41,1,0.976190,"{""assignment"":{""a"":15,""b"":15},""candidate_output"":31,""difference"":31,""gate_output"":0,""pattern_id"":""p0001""}",31,0.001517,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w4__identity__ground_truth_region__cand_0026,arithmetic_sub_w4__identity__ground_truth_region,semantic_patterns,42,41,1,0.976190,"{""assignment"":{""a"":15,""b"":15},""candidate_output"":30,""difference"":30,""gate_output"":0,""pattern_id"":""p0001""}",30,0.001490,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w4__identity__ground_truth_region__cand_0027,arithmetic_sub_w4__identity__ground_truth_region,semantic_patterns,42,41,1,0.976190,"{""assignment"":{""a"":15,""b"":15},""candidate_output"":7,""difference"":7,""gate_output"":0,""pattern_id"":""p0001""}",7,0.001488,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w4__identity__ground_truth_region__cand_0028,arithmetic_sub_w4__identity__ground_truth_region,semantic_patterns,42,41,1,0.976190,"{""assignment"":{""a"":15,""b"":15},""candidate_output"":31,""difference"":31,""gate_output"":0,""pattern_id"":""p0001""}",31,0.001465,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w4__identity__ground_truth_region__cand_0029,arithmetic_sub_w4__identity__ground_truth_region,semantic_patterns,42,41,1,0.976190,"{""assignment"":{""a"":1,""b"":0},""candidate_output"":0,""difference"":1,""gate_output"":1,""pattern_id"":""p0003""}",1,0.002737,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
arithmetic_sub_w4__identity__ground_truth_region__cand_0030,arithmetic_sub_w4__identity__ground_truth_region,semantic_patterns,42,41,1,0.976190,"{""assignment"":{""a"":15,""b"":15},""candidate_output"":15,""difference"":15,""gate_output"":0,""pattern_id"":""p0001""}",15,0.001475,simulation_mismatch,sampled_estimate,semantic_candidate_simulation_v1
