candidate_id,region_id,case_id,family,operator,optimization,source_type,grammar_family,classification,proof_scope,canonical_form,rtl_text,candidate_rtl_cost,input_gate_count,reduction_rate,reduction_rate_ge_70,formal_runtime
bitmanip_shift_right_w3__resub__whole_output_cone__cand_0001,bitmanip_shift_right_w3__resub__whole_output_cone,bitmanip_shift_right_w3,bitmanip,shift_right,resub,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"zero_extend<3,unsigned>(a)","{1'd0, a}",1,3,66.666667,false,0.000109
bitmanip_shift_right_w3__resub__whole_output_cone__cand_0024,bitmanip_shift_right_w3__resub__whole_output_cone,bitmanip_shift_right_w3,bitmanip,shift_right,resub,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<3,unsigned>(a)",(a | 3'd0),1,3,66.666667,false,0.000087
bitmanip_shift_right_w3__resub__whole_output_cone__cand_0025,bitmanip_shift_right_w3__resub__whole_output_cone,bitmanip_shift_right_w3,bitmanip,shift_right,resub,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<3,unsigned>(a)",(a ^ 3'd0),1,3,66.666667,false,0.000085
bitmanip_shift_right_w3__resub__whole_output_cone__cand_0003,bitmanip_shift_right_w3__resub__whole_output_cone,bitmanip_shift_right_w3,bitmanip,shift_right,resub,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"add<3,unsigned>(3'd0,a)",(a + 3'd0),2,3,33.333333,false,0.000086
bitmanip_shift_right_w3__resub__whole_output_cone__cand_0004,bitmanip_shift_right_w3__resub__whole_output_cone,bitmanip_shift_right_w3,bitmanip,shift_right,resub,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"sub<3,unsigned>(a,3'd0)",(a - 3'd0),2,3,33.333333,false,0.000085
bitmanip_shift_right_w3__resub__whole_output_cone__cand_0008,bitmanip_shift_right_w3__resub__whole_output_cone,bitmanip_shift_right_w3,bitmanip,shift_right,resub,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"mul<3,unsigned>(3'd1,a)",(a * 3'd1),4,3,-33.333333,false,0.000086
bitmanip_shift_right_w3__resyn2__whole_output_cone__cand_0001,bitmanip_shift_right_w3__resyn2__whole_output_cone,bitmanip_shift_right_w3,bitmanip,shift_right,resyn2,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"zero_extend<3,unsigned>(a)","{1'd0, a}",1,3,66.666667,false,0.000099
bitmanip_shift_right_w3__resyn2__whole_output_cone__cand_0024,bitmanip_shift_right_w3__resyn2__whole_output_cone,bitmanip_shift_right_w3,bitmanip,shift_right,resyn2,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<3,unsigned>(a)",(a | 3'd0),1,3,66.666667,false,0.000085
bitmanip_shift_right_w3__resyn2__whole_output_cone__cand_0025,bitmanip_shift_right_w3__resyn2__whole_output_cone,bitmanip_shift_right_w3,bitmanip,shift_right,resyn2,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<3,unsigned>(a)",(a ^ 3'd0),1,3,66.666667,false,0.000086
bitmanip_shift_right_w3__resyn2__whole_output_cone__cand_0003,bitmanip_shift_right_w3__resyn2__whole_output_cone,bitmanip_shift_right_w3,bitmanip,shift_right,resyn2,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"add<3,unsigned>(3'd0,a)",(a + 3'd0),2,3,33.333333,false,0.000085
bitmanip_shift_right_w3__resyn2__whole_output_cone__cand_0004,bitmanip_shift_right_w3__resyn2__whole_output_cone,bitmanip_shift_right_w3,bitmanip,shift_right,resyn2,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"sub<3,unsigned>(a,3'd0)",(a - 3'd0),2,3,33.333333,false,0.000085
bitmanip_shift_right_w3__resyn2__whole_output_cone__cand_0008,bitmanip_shift_right_w3__resyn2__whole_output_cone,bitmanip_shift_right_w3,bitmanip,shift_right,resyn2,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"mul<3,unsigned>(3'd1,a)",(a * 3'd1),4,3,-33.333333,false,0.000085
bitmanip_shift_right_w3__resyn__whole_output_cone__cand_0001,bitmanip_shift_right_w3__resyn__whole_output_cone,bitmanip_shift_right_w3,bitmanip,shift_right,resyn,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"zero_extend<3,unsigned>(a)","{1'd0, a}",1,3,66.666667,false,0.000098
bitmanip_shift_right_w3__resyn__whole_output_cone__cand_0024,bitmanip_shift_right_w3__resyn__whole_output_cone,bitmanip_shift_right_w3,bitmanip,shift_right,resyn,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<3,unsigned>(a)",(a | 3'd0),1,3,66.666667,false,0.000085
bitmanip_shift_right_w3__resyn__whole_output_cone__cand_0025,bitmanip_shift_right_w3__resyn__whole_output_cone,bitmanip_shift_right_w3,bitmanip,shift_right,resyn,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<3,unsigned>(a)",(a ^ 3'd0),1,3,66.666667,false,0.000085
bitmanip_shift_right_w3__resyn__whole_output_cone__cand_0003,bitmanip_shift_right_w3__resyn__whole_output_cone,bitmanip_shift_right_w3,bitmanip,shift_right,resyn,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"add<3,unsigned>(3'd0,a)",(a + 3'd0),2,3,33.333333,false,0.000084
bitmanip_shift_right_w3__resyn__whole_output_cone__cand_0004,bitmanip_shift_right_w3__resyn__whole_output_cone,bitmanip_shift_right_w3,bitmanip,shift_right,resyn,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"sub<3,unsigned>(a,3'd0)",(a - 3'd0),2,3,33.333333,false,0.000085
bitmanip_shift_right_w3__resyn__whole_output_cone__cand_0008,bitmanip_shift_right_w3__resyn__whole_output_cone,bitmanip_shift_right_w3,bitmanip,shift_right,resyn,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"mul<3,unsigned>(3'd1,a)",(a * 3'd1),4,3,-33.333333,false,0.000085
bitmanip_shift_right_w3__rewrite__whole_output_cone__cand_0001,bitmanip_shift_right_w3__rewrite__whole_output_cone,bitmanip_shift_right_w3,bitmanip,shift_right,rewrite,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"zero_extend<3,unsigned>(a)","{1'd0, a}",1,3,66.666667,false,0.000101
bitmanip_shift_right_w3__rewrite__whole_output_cone__cand_0024,bitmanip_shift_right_w3__rewrite__whole_output_cone,bitmanip_shift_right_w3,bitmanip,shift_right,rewrite,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<3,unsigned>(a)",(a | 3'd0),1,3,66.666667,false,0.000086
bitmanip_shift_right_w3__rewrite__whole_output_cone__cand_0025,bitmanip_shift_right_w3__rewrite__whole_output_cone,bitmanip_shift_right_w3,bitmanip,shift_right,rewrite,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<3,unsigned>(a)",(a ^ 3'd0),1,3,66.666667,false,0.000085
bitmanip_shift_right_w3__rewrite__whole_output_cone__cand_0003,bitmanip_shift_right_w3__rewrite__whole_output_cone,bitmanip_shift_right_w3,bitmanip,shift_right,rewrite,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"add<3,unsigned>(3'd0,a)",(a + 3'd0),2,3,33.333333,false,0.000084
bitmanip_shift_right_w3__rewrite__whole_output_cone__cand_0004,bitmanip_shift_right_w3__rewrite__whole_output_cone,bitmanip_shift_right_w3,bitmanip,shift_right,rewrite,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"sub<3,unsigned>(a,3'd0)",(a - 3'd0),2,3,33.333333,false,0.000083
bitmanip_shift_right_w3__rewrite__whole_output_cone__cand_0008,bitmanip_shift_right_w3__rewrite__whole_output_cone,bitmanip_shift_right_w3,bitmanip,shift_right,rewrite,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"mul<3,unsigned>(3'd1,a)",(a * 3'd1),4,3,-33.333333,false,0.000086
bitmanip_shift_right_w4__balance__whole_output_cone__cand_0001,bitmanip_shift_right_w4__balance__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,balance,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"zero_extend<4,unsigned>(a)","{1'd0, a}",1,4,75.000000,true,0.000173
bitmanip_shift_right_w4__balance__whole_output_cone__cand_0024,bitmanip_shift_right_w4__balance__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,balance,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<4,unsigned>(a)",(a | 4'd0),1,4,75.000000,true,0.000153
bitmanip_shift_right_w4__balance__whole_output_cone__cand_0025,bitmanip_shift_right_w4__balance__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,balance,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<4,unsigned>(a)",(a ^ 4'd0),1,4,75.000000,true,0.000152
bitmanip_shift_right_w4__balance__whole_output_cone__cand_0003,bitmanip_shift_right_w4__balance__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,balance,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"add<4,unsigned>(4'd0,a)",(a + 4'd0),2,4,50.000000,false,0.000151
bitmanip_shift_right_w4__balance__whole_output_cone__cand_0004,bitmanip_shift_right_w4__balance__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,balance,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"sub<4,unsigned>(a,4'd0)",(a - 4'd0),2,4,50.000000,false,0.000150
bitmanip_shift_right_w4__balance__whole_output_cone__cand_0008,bitmanip_shift_right_w4__balance__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,balance,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"mul<4,unsigned>(4'd1,a)",(a * 4'd1),4,4,0.000000,false,0.000151
bitmanip_shift_right_w4__compress2rs__whole_output_cone__cand_0001,bitmanip_shift_right_w4__compress2rs__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,compress2rs,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"zero_extend<4,unsigned>(a)","{1'd0, a}",1,4,75.000000,true,0.000164
bitmanip_shift_right_w4__compress2rs__whole_output_cone__cand_0024,bitmanip_shift_right_w4__compress2rs__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,compress2rs,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<4,unsigned>(a)",(a | 4'd0),1,4,75.000000,true,0.000151
bitmanip_shift_right_w4__compress2rs__whole_output_cone__cand_0025,bitmanip_shift_right_w4__compress2rs__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,compress2rs,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<4,unsigned>(a)",(a ^ 4'd0),1,4,75.000000,true,0.000151
bitmanip_shift_right_w4__compress2rs__whole_output_cone__cand_0003,bitmanip_shift_right_w4__compress2rs__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,compress2rs,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"add<4,unsigned>(4'd0,a)",(a + 4'd0),2,4,50.000000,false,0.000150
bitmanip_shift_right_w4__compress2rs__whole_output_cone__cand_0004,bitmanip_shift_right_w4__compress2rs__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,compress2rs,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"sub<4,unsigned>(a,4'd0)",(a - 4'd0),2,4,50.000000,false,0.000151
bitmanip_shift_right_w4__compress2rs__whole_output_cone__cand_0008,bitmanip_shift_right_w4__compress2rs__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,compress2rs,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"mul<4,unsigned>(4'd1,a)",(a * 4'd1),4,4,0.000000,false,0.000150
bitmanip_shift_right_w4__dc2__whole_output_cone__cand_0001,bitmanip_shift_right_w4__dc2__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,dc2,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"zero_extend<4,unsigned>(a)","{1'd0, a}",1,4,75.000000,true,0.000165
bitmanip_shift_right_w4__dc2__whole_output_cone__cand_0024,bitmanip_shift_right_w4__dc2__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,dc2,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<4,unsigned>(a)",(a | 4'd0),1,4,75.000000,true,0.000150
bitmanip_shift_right_w4__dc2__whole_output_cone__cand_0025,bitmanip_shift_right_w4__dc2__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,dc2,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<4,unsigned>(a)",(a ^ 4'd0),1,4,75.000000,true,0.000150
bitmanip_shift_right_w4__dc2__whole_output_cone__cand_0003,bitmanip_shift_right_w4__dc2__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,dc2,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"add<4,unsigned>(4'd0,a)",(a + 4'd0),2,4,50.000000,false,0.000150
bitmanip_shift_right_w4__dc2__whole_output_cone__cand_0004,bitmanip_shift_right_w4__dc2__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,dc2,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"sub<4,unsigned>(a,4'd0)",(a - 4'd0),2,4,50.000000,false,0.000148
bitmanip_shift_right_w4__dc2__whole_output_cone__cand_0008,bitmanip_shift_right_w4__dc2__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,dc2,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"mul<4,unsigned>(4'd1,a)",(a * 4'd1),4,4,0.000000,false,0.000149
bitmanip_shift_right_w4__identity__ground_truth_region__cand_0020,bitmanip_shift_right_w4__identity__ground_truth_region,bitmanip_shift_right_w4,bitmanip,shift_right,identity,ground_truth_region,bitmanip_direct,exact_syntactic_match,region,"lshr<4,unsigned>(a)",(a >> 1),1,4,75.000000,true,0.000542
bitmanip_shift_right_w4__identity__whole_output_cone__cand_0020,bitmanip_shift_right_w4__identity__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,identity,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"lshr<4,unsigned>(a)",(a >> 1),1,4,75.000000,true,0.000538
bitmanip_shift_right_w4__refactor__whole_output_cone__cand_0001,bitmanip_shift_right_w4__refactor__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,refactor,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"zero_extend<4,unsigned>(a)","{1'd0, a}",1,4,75.000000,true,0.000176
bitmanip_shift_right_w4__refactor__whole_output_cone__cand_0024,bitmanip_shift_right_w4__refactor__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,refactor,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<4,unsigned>(a)",(a | 4'd0),1,4,75.000000,true,0.000151
bitmanip_shift_right_w4__refactor__whole_output_cone__cand_0025,bitmanip_shift_right_w4__refactor__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,refactor,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<4,unsigned>(a)",(a ^ 4'd0),1,4,75.000000,true,0.000157
bitmanip_shift_right_w4__refactor__whole_output_cone__cand_0003,bitmanip_shift_right_w4__refactor__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,refactor,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"add<4,unsigned>(4'd0,a)",(a + 4'd0),2,4,50.000000,false,0.000153
bitmanip_shift_right_w4__refactor__whole_output_cone__cand_0004,bitmanip_shift_right_w4__refactor__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,refactor,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"sub<4,unsigned>(a,4'd0)",(a - 4'd0),2,4,50.000000,false,0.000153
bitmanip_shift_right_w4__refactor__whole_output_cone__cand_0008,bitmanip_shift_right_w4__refactor__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,refactor,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"mul<4,unsigned>(4'd1,a)",(a * 4'd1),4,4,0.000000,false,0.000159
bitmanip_shift_right_w4__resub__whole_output_cone__cand_0001,bitmanip_shift_right_w4__resub__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,resub,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"zero_extend<4,unsigned>(a)","{1'd0, a}",1,4,75.000000,true,0.000201
bitmanip_shift_right_w4__resub__whole_output_cone__cand_0024,bitmanip_shift_right_w4__resub__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,resub,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<4,unsigned>(a)",(a | 4'd0),1,4,75.000000,true,0.000171
bitmanip_shift_right_w4__resub__whole_output_cone__cand_0025,bitmanip_shift_right_w4__resub__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,resub,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<4,unsigned>(a)",(a ^ 4'd0),1,4,75.000000,true,0.000163
bitmanip_shift_right_w4__resub__whole_output_cone__cand_0003,bitmanip_shift_right_w4__resub__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,resub,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"add<4,unsigned>(4'd0,a)",(a + 4'd0),2,4,50.000000,false,0.000161
bitmanip_shift_right_w4__resub__whole_output_cone__cand_0004,bitmanip_shift_right_w4__resub__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,resub,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"sub<4,unsigned>(a,4'd0)",(a - 4'd0),2,4,50.000000,false,0.000151
bitmanip_shift_right_w4__resub__whole_output_cone__cand_0008,bitmanip_shift_right_w4__resub__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,resub,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"mul<4,unsigned>(4'd1,a)",(a * 4'd1),4,4,0.000000,false,0.000157
bitmanip_shift_right_w4__resyn2__whole_output_cone__cand_0001,bitmanip_shift_right_w4__resyn2__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,resyn2,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"zero_extend<4,unsigned>(a)","{1'd0, a}",1,4,75.000000,true,0.000168
bitmanip_shift_right_w4__resyn2__whole_output_cone__cand_0024,bitmanip_shift_right_w4__resyn2__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,resyn2,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<4,unsigned>(a)",(a | 4'd0),1,4,75.000000,true,0.000157
bitmanip_shift_right_w4__resyn2__whole_output_cone__cand_0025,bitmanip_shift_right_w4__resyn2__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,resyn2,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<4,unsigned>(a)",(a ^ 4'd0),1,4,75.000000,true,0.000150
bitmanip_shift_right_w4__resyn2__whole_output_cone__cand_0003,bitmanip_shift_right_w4__resyn2__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,resyn2,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"add<4,unsigned>(4'd0,a)",(a + 4'd0),2,4,50.000000,false,0.000160
bitmanip_shift_right_w4__resyn2__whole_output_cone__cand_0004,bitmanip_shift_right_w4__resyn2__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,resyn2,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"sub<4,unsigned>(a,4'd0)",(a - 4'd0),2,4,50.000000,false,0.000152
bitmanip_shift_right_w4__resyn2__whole_output_cone__cand_0008,bitmanip_shift_right_w4__resyn2__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,resyn2,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"mul<4,unsigned>(4'd1,a)",(a * 4'd1),4,4,0.000000,false,0.000151
bitmanip_shift_right_w4__resyn__whole_output_cone__cand_0001,bitmanip_shift_right_w4__resyn__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,resyn,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"zero_extend<4,unsigned>(a)","{1'd0, a}",1,4,75.000000,true,0.000171
bitmanip_shift_right_w4__resyn__whole_output_cone__cand_0024,bitmanip_shift_right_w4__resyn__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,resyn,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<4,unsigned>(a)",(a | 4'd0),1,4,75.000000,true,0.000149
bitmanip_shift_right_w4__resyn__whole_output_cone__cand_0025,bitmanip_shift_right_w4__resyn__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,resyn,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<4,unsigned>(a)",(a ^ 4'd0),1,4,75.000000,true,0.000152
bitmanip_shift_right_w4__resyn__whole_output_cone__cand_0003,bitmanip_shift_right_w4__resyn__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,resyn,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"add<4,unsigned>(4'd0,a)",(a + 4'd0),2,4,50.000000,false,0.000153
bitmanip_shift_right_w4__resyn__whole_output_cone__cand_0004,bitmanip_shift_right_w4__resyn__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,resyn,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"sub<4,unsigned>(a,4'd0)",(a - 4'd0),2,4,50.000000,false,0.000150
bitmanip_shift_right_w4__resyn__whole_output_cone__cand_0008,bitmanip_shift_right_w4__resyn__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,resyn,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"mul<4,unsigned>(4'd1,a)",(a * 4'd1),4,4,0.000000,false,0.000150
bitmanip_shift_right_w4__rewrite__whole_output_cone__cand_0001,bitmanip_shift_right_w4__rewrite__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,rewrite,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"zero_extend<4,unsigned>(a)","{1'd0, a}",1,4,75.000000,true,0.000164
bitmanip_shift_right_w4__rewrite__whole_output_cone__cand_0024,bitmanip_shift_right_w4__rewrite__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,rewrite,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<4,unsigned>(a)",(a | 4'd0),1,4,75.000000,true,0.000151
bitmanip_shift_right_w4__rewrite__whole_output_cone__cand_0025,bitmanip_shift_right_w4__rewrite__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,rewrite,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<4,unsigned>(a)",(a ^ 4'd0),1,4,75.000000,true,0.000152
bitmanip_shift_right_w4__rewrite__whole_output_cone__cand_0003,bitmanip_shift_right_w4__rewrite__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,rewrite,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"add<4,unsigned>(4'd0,a)",(a + 4'd0),2,4,50.000000,false,0.000151
bitmanip_shift_right_w4__rewrite__whole_output_cone__cand_0004,bitmanip_shift_right_w4__rewrite__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,rewrite,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"sub<4,unsigned>(a,4'd0)",(a - 4'd0),2,4,50.000000,false,0.000150
bitmanip_shift_right_w4__rewrite__whole_output_cone__cand_0008,bitmanip_shift_right_w4__rewrite__whole_output_cone,bitmanip_shift_right_w4,bitmanip,shift_right,rewrite,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"mul<4,unsigned>(4'd1,a)",(a * 4'd1),4,4,0.000000,false,0.000150
bitmanip_shift_right_w6__identity__ground_truth_region__cand_0020,bitmanip_shift_right_w6__identity__ground_truth_region,bitmanip_shift_right_w6,bitmanip,shift_right,identity,ground_truth_region,bitmanip_direct,exact_syntactic_match,region,"lshr<6,unsigned>(a)",(a >> 1),1,6,83.333333,true,0.009290
bitmanip_shift_right_w6__identity__whole_output_cone__cand_0020,bitmanip_shift_right_w6__identity__whole_output_cone,bitmanip_shift_right_w6,bitmanip,shift_right,identity,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"lshr<6,unsigned>(a)",(a >> 1),1,6,83.333333,true,0.009478
bitmanip_shift_right_w8__identity__ground_truth_region__cand_0020,bitmanip_shift_right_w8__identity__ground_truth_region,bitmanip_shift_right_w8,bitmanip,shift_right,identity,ground_truth_region,bitmanip_direct,exact_syntactic_match,region,"lshr<8,unsigned>(a)",(a >> 1),1,8,87.500000,true,0.216935
bitmanip_shift_right_w8__identity__whole_output_cone__cand_0020,bitmanip_shift_right_w8__identity__whole_output_cone,bitmanip_shift_right_w8,bitmanip,shift_right,identity,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"lshr<8,unsigned>(a)",(a >> 1),1,8,87.500000,true,0.216996
bitmanip_sign_extend_w2__balance__whole_output_cone__cand_0023,bitmanip_sign_extend_w2__balance__whole_output_cone,bitmanip_sign_extend_w2,bitmanip,sign_extend,balance,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_and<4,unsigned>(a)",(a & 4'd0),1,7,85.714286,true,0.000408
bitmanip_sign_extend_w2__balance__whole_output_cone__cand_0005,bitmanip_sign_extend_w2__balance__whole_output_cone,bitmanip_sign_extend_w2,bitmanip,sign_extend,balance,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"mul<4,unsigned>(4'd0,a)",(a * 4'd0),4,7,42.857143,false,0.000131
bitmanip_sign_extend_w2__compress2rs__whole_output_cone__cand_0019,bitmanip_sign_extend_w2__compress2rs__whole_output_cone,bitmanip_sign_extend_w2,bitmanip,sign_extend,compress2rs,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"sign_extend<4,signed>(a)","{{2{a[1]}}, a}",1,4,75.000000,true,0.000158
bitmanip_sign_extend_w2__dc2__whole_output_cone__cand_0019,bitmanip_sign_extend_w2__dc2__whole_output_cone,bitmanip_sign_extend_w2,bitmanip,sign_extend,dc2,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"sign_extend<4,signed>(a)","{{2{a[1]}}, a}",1,4,75.000000,true,0.000120
bitmanip_sign_extend_w2__identity__ground_truth_region__cand_0019,bitmanip_sign_extend_w2__identity__ground_truth_region,bitmanip_sign_extend_w2,bitmanip,sign_extend,identity,ground_truth_region,bitmanip_direct,exact_syntactic_match,region,"sign_extend<4,signed>(a)","{{2{a[1]}}, a}",1,4,75.000000,true,0.000140
bitmanip_sign_extend_w2__identity__whole_output_cone__cand_0019,bitmanip_sign_extend_w2__identity__whole_output_cone,bitmanip_sign_extend_w2,bitmanip,sign_extend,identity,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"sign_extend<4,signed>(a)","{{2{a[1]}}, a}",1,4,75.000000,true,0.000136
bitmanip_sign_extend_w2__refactor__whole_output_cone__cand_0019,bitmanip_sign_extend_w2__refactor__whole_output_cone,bitmanip_sign_extend_w2,bitmanip,sign_extend,refactor,whole_output_cone,bitmanip_direct,exact_syntactic_match,region,"sign_extend<4,signed>(a)","{{2{a[1]}}, a}",1,4,75.000000,true,0.000122
