region_id,case_id,optimization,source_type,node,predicted_role,ground_truth_role,role_score,correct,inference_mode
arithmetic_mixed_width_add_w4__identity__whole_output_cone,arithmetic_mixed_width_add_w4,identity,whole_output_cone,a_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_mixed_width_add_w4__identity__whole_output_cone,arithmetic_mixed_width_add_w4,identity,whole_output_cone,a_2,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_mixed_width_add_w4__identity__whole_output_cone,arithmetic_mixed_width_add_w4,identity,whole_output_cone,a_3,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_mixed_width_add_w4__identity__whole_output_cone,arithmetic_mixed_width_add_w4,identity,whole_output_cone,b_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_mixed_width_add_w4__identity__whole_output_cone,arithmetic_mixed_width_add_w4,identity,whole_output_cone,b_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_mixed_width_add_w4__identity__whole_output_cone,arithmetic_mixed_width_add_w4,identity,whole_output_cone,b_2,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_multiply_accumulate_w2__identity__ground_truth_region,arithmetic_multiply_accumulate_w2,identity,ground_truth_region,c_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_multiply_accumulate_w2__identity__ground_truth_region,arithmetic_multiply_accumulate_w2,identity,ground_truth_region,c_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_multiply_accumulate_w2__identity__ground_truth_region,arithmetic_multiply_accumulate_w2,identity,ground_truth_region,c_2,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_multiply_accumulate_w2__identity__ground_truth_region,arithmetic_multiply_accumulate_w2,identity,ground_truth_region,c_3,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_multiply_accumulate_w2__identity__ground_truth_region,arithmetic_multiply_accumulate_w2,identity,ground_truth_region,a_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_multiply_accumulate_w2__identity__ground_truth_region,arithmetic_multiply_accumulate_w2,identity,ground_truth_region,a_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_multiply_accumulate_w2__identity__ground_truth_region,arithmetic_multiply_accumulate_w2,identity,ground_truth_region,b_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_multiply_accumulate_w2__identity__ground_truth_region,arithmetic_multiply_accumulate_w2,identity,ground_truth_region,b_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_multiply_accumulate_w2__identity__whole_output_cone,arithmetic_multiply_accumulate_w2,identity,whole_output_cone,c_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_multiply_accumulate_w2__identity__whole_output_cone,arithmetic_multiply_accumulate_w2,identity,whole_output_cone,c_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_multiply_accumulate_w2__identity__whole_output_cone,arithmetic_multiply_accumulate_w2,identity,whole_output_cone,c_2,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_multiply_accumulate_w2__identity__whole_output_cone,arithmetic_multiply_accumulate_w2,identity,whole_output_cone,c_3,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_multiply_accumulate_w2__identity__whole_output_cone,arithmetic_multiply_accumulate_w2,identity,whole_output_cone,a_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_multiply_accumulate_w2__identity__whole_output_cone,arithmetic_multiply_accumulate_w2,identity,whole_output_cone,a_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_multiply_accumulate_w2__identity__whole_output_cone,arithmetic_multiply_accumulate_w2,identity,whole_output_cone,b_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_multiply_accumulate_w2__identity__whole_output_cone,arithmetic_multiply_accumulate_w2,identity,whole_output_cone,b_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__balance__whole_output_cone,arithmetic_reversed_sub_w2,balance,whole_output_cone,b_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__balance__whole_output_cone,arithmetic_reversed_sub_w2,balance,whole_output_cone,b_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__balance__whole_output_cone,arithmetic_reversed_sub_w2,balance,whole_output_cone,a_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__balance__whole_output_cone,arithmetic_reversed_sub_w2,balance,whole_output_cone,a_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__compress2rs__whole_output_cone,arithmetic_reversed_sub_w2,compress2rs,whole_output_cone,a_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__compress2rs__whole_output_cone,arithmetic_reversed_sub_w2,compress2rs,whole_output_cone,a_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__compress2rs__whole_output_cone,arithmetic_reversed_sub_w2,compress2rs,whole_output_cone,b_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__compress2rs__whole_output_cone,arithmetic_reversed_sub_w2,compress2rs,whole_output_cone,b_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__dc2__whole_output_cone,arithmetic_reversed_sub_w2,dc2,whole_output_cone,a_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__dc2__whole_output_cone,arithmetic_reversed_sub_w2,dc2,whole_output_cone,a_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__dc2__whole_output_cone,arithmetic_reversed_sub_w2,dc2,whole_output_cone,b_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__dc2__whole_output_cone,arithmetic_reversed_sub_w2,dc2,whole_output_cone,b_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__identity__ground_truth_region,arithmetic_reversed_sub_w2,identity,ground_truth_region,a_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__identity__ground_truth_region,arithmetic_reversed_sub_w2,identity,ground_truth_region,a_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__identity__ground_truth_region,arithmetic_reversed_sub_w2,identity,ground_truth_region,b_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__identity__ground_truth_region,arithmetic_reversed_sub_w2,identity,ground_truth_region,b_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__identity__whole_output_cone,arithmetic_reversed_sub_w2,identity,whole_output_cone,a_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__identity__whole_output_cone,arithmetic_reversed_sub_w2,identity,whole_output_cone,a_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__identity__whole_output_cone,arithmetic_reversed_sub_w2,identity,whole_output_cone,b_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__identity__whole_output_cone,arithmetic_reversed_sub_w2,identity,whole_output_cone,b_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__refactor__whole_output_cone,arithmetic_reversed_sub_w2,refactor,whole_output_cone,b_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__refactor__whole_output_cone,arithmetic_reversed_sub_w2,refactor,whole_output_cone,b_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__refactor__whole_output_cone,arithmetic_reversed_sub_w2,refactor,whole_output_cone,a_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__refactor__whole_output_cone,arithmetic_reversed_sub_w2,refactor,whole_output_cone,a_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__resub__whole_output_cone,arithmetic_reversed_sub_w2,resub,whole_output_cone,b_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__resub__whole_output_cone,arithmetic_reversed_sub_w2,resub,whole_output_cone,b_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__resub__whole_output_cone,arithmetic_reversed_sub_w2,resub,whole_output_cone,a_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__resub__whole_output_cone,arithmetic_reversed_sub_w2,resub,whole_output_cone,a_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__resyn__whole_output_cone,arithmetic_reversed_sub_w2,resyn,whole_output_cone,a_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__resyn__whole_output_cone,arithmetic_reversed_sub_w2,resyn,whole_output_cone,a_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__resyn__whole_output_cone,arithmetic_reversed_sub_w2,resyn,whole_output_cone,b_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__resyn__whole_output_cone,arithmetic_reversed_sub_w2,resyn,whole_output_cone,b_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__resyn2__whole_output_cone,arithmetic_reversed_sub_w2,resyn2,whole_output_cone,a_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__resyn2__whole_output_cone,arithmetic_reversed_sub_w2,resyn2,whole_output_cone,a_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__resyn2__whole_output_cone,arithmetic_reversed_sub_w2,resyn2,whole_output_cone,b_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__resyn2__whole_output_cone,arithmetic_reversed_sub_w2,resyn2,whole_output_cone,b_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__rewrite__whole_output_cone,arithmetic_reversed_sub_w2,rewrite,whole_output_cone,a_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__rewrite__whole_output_cone,arithmetic_reversed_sub_w2,rewrite,whole_output_cone,a_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__rewrite__whole_output_cone,arithmetic_reversed_sub_w2,rewrite,whole_output_cone,b_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w2__rewrite__whole_output_cone,arithmetic_reversed_sub_w2,rewrite,whole_output_cone,b_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w3__identity__ground_truth_region,arithmetic_reversed_sub_w3,identity,ground_truth_region,a_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w3__identity__ground_truth_region,arithmetic_reversed_sub_w3,identity,ground_truth_region,a_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w3__identity__ground_truth_region,arithmetic_reversed_sub_w3,identity,ground_truth_region,a_2,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w3__identity__ground_truth_region,arithmetic_reversed_sub_w3,identity,ground_truth_region,b_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w3__identity__ground_truth_region,arithmetic_reversed_sub_w3,identity,ground_truth_region,b_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w3__identity__ground_truth_region,arithmetic_reversed_sub_w3,identity,ground_truth_region,b_2,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w3__identity__whole_output_cone,arithmetic_reversed_sub_w3,identity,whole_output_cone,a_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w3__identity__whole_output_cone,arithmetic_reversed_sub_w3,identity,whole_output_cone,a_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w3__identity__whole_output_cone,arithmetic_reversed_sub_w3,identity,whole_output_cone,a_2,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w3__identity__whole_output_cone,arithmetic_reversed_sub_w3,identity,whole_output_cone,b_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w3__identity__whole_output_cone,arithmetic_reversed_sub_w3,identity,whole_output_cone,b_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w3__identity__whole_output_cone,arithmetic_reversed_sub_w3,identity,whole_output_cone,b_2,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w4__identity__ground_truth_region,arithmetic_reversed_sub_w4,identity,ground_truth_region,a_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w4__identity__ground_truth_region,arithmetic_reversed_sub_w4,identity,ground_truth_region,a_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w4__identity__ground_truth_region,arithmetic_reversed_sub_w4,identity,ground_truth_region,a_2,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w4__identity__ground_truth_region,arithmetic_reversed_sub_w4,identity,ground_truth_region,a_3,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w4__identity__ground_truth_region,arithmetic_reversed_sub_w4,identity,ground_truth_region,b_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w4__identity__ground_truth_region,arithmetic_reversed_sub_w4,identity,ground_truth_region,b_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w4__identity__ground_truth_region,arithmetic_reversed_sub_w4,identity,ground_truth_region,b_2,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w4__identity__ground_truth_region,arithmetic_reversed_sub_w4,identity,ground_truth_region,b_3,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w4__identity__whole_output_cone,arithmetic_reversed_sub_w4,identity,whole_output_cone,a_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w4__identity__whole_output_cone,arithmetic_reversed_sub_w4,identity,whole_output_cone,a_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w4__identity__whole_output_cone,arithmetic_reversed_sub_w4,identity,whole_output_cone,a_2,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w4__identity__whole_output_cone,arithmetic_reversed_sub_w4,identity,whole_output_cone,a_3,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w4__identity__whole_output_cone,arithmetic_reversed_sub_w4,identity,whole_output_cone,b_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w4__identity__whole_output_cone,arithmetic_reversed_sub_w4,identity,whole_output_cone,b_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w4__identity__whole_output_cone,arithmetic_reversed_sub_w4,identity,whole_output_cone,b_2,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_reversed_sub_w4__identity__whole_output_cone,arithmetic_reversed_sub_w4,identity,whole_output_cone,b_3,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__balance__whole_output_cone,arithmetic_shifted_add_w2,balance,whole_output_cone,b_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__balance__whole_output_cone,arithmetic_shifted_add_w2,balance,whole_output_cone,b_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__balance__whole_output_cone,arithmetic_shifted_add_w2,balance,whole_output_cone,a_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__balance__whole_output_cone,arithmetic_shifted_add_w2,balance,whole_output_cone,a_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__compress2rs__whole_output_cone,arithmetic_shifted_add_w2,compress2rs,whole_output_cone,b_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__compress2rs__whole_output_cone,arithmetic_shifted_add_w2,compress2rs,whole_output_cone,b_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__compress2rs__whole_output_cone,arithmetic_shifted_add_w2,compress2rs,whole_output_cone,a_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__compress2rs__whole_output_cone,arithmetic_shifted_add_w2,compress2rs,whole_output_cone,a_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__dc2__whole_output_cone,arithmetic_shifted_add_w2,dc2,whole_output_cone,b_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__dc2__whole_output_cone,arithmetic_shifted_add_w2,dc2,whole_output_cone,b_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__dc2__whole_output_cone,arithmetic_shifted_add_w2,dc2,whole_output_cone,a_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__dc2__whole_output_cone,arithmetic_shifted_add_w2,dc2,whole_output_cone,a_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__identity__ground_truth_region,arithmetic_shifted_add_w2,identity,ground_truth_region,a_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__identity__ground_truth_region,arithmetic_shifted_add_w2,identity,ground_truth_region,a_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__identity__ground_truth_region,arithmetic_shifted_add_w2,identity,ground_truth_region,b_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__identity__ground_truth_region,arithmetic_shifted_add_w2,identity,ground_truth_region,b_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__identity__whole_output_cone,arithmetic_shifted_add_w2,identity,whole_output_cone,a_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__identity__whole_output_cone,arithmetic_shifted_add_w2,identity,whole_output_cone,a_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__identity__whole_output_cone,arithmetic_shifted_add_w2,identity,whole_output_cone,b_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__identity__whole_output_cone,arithmetic_shifted_add_w2,identity,whole_output_cone,b_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__refactor__whole_output_cone,arithmetic_shifted_add_w2,refactor,whole_output_cone,b_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__refactor__whole_output_cone,arithmetic_shifted_add_w2,refactor,whole_output_cone,b_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__refactor__whole_output_cone,arithmetic_shifted_add_w2,refactor,whole_output_cone,a_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__refactor__whole_output_cone,arithmetic_shifted_add_w2,refactor,whole_output_cone,a_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__resub__whole_output_cone,arithmetic_shifted_add_w2,resub,whole_output_cone,b_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__resub__whole_output_cone,arithmetic_shifted_add_w2,resub,whole_output_cone,b_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__resub__whole_output_cone,arithmetic_shifted_add_w2,resub,whole_output_cone,a_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__resub__whole_output_cone,arithmetic_shifted_add_w2,resub,whole_output_cone,a_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__resyn__whole_output_cone,arithmetic_shifted_add_w2,resyn,whole_output_cone,b_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__resyn__whole_output_cone,arithmetic_shifted_add_w2,resyn,whole_output_cone,b_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__resyn__whole_output_cone,arithmetic_shifted_add_w2,resyn,whole_output_cone,a_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__resyn__whole_output_cone,arithmetic_shifted_add_w2,resyn,whole_output_cone,a_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__resyn2__whole_output_cone,arithmetic_shifted_add_w2,resyn2,whole_output_cone,b_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__resyn2__whole_output_cone,arithmetic_shifted_add_w2,resyn2,whole_output_cone,b_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__resyn2__whole_output_cone,arithmetic_shifted_add_w2,resyn2,whole_output_cone,a_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__resyn2__whole_output_cone,arithmetic_shifted_add_w2,resyn2,whole_output_cone,a_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__rewrite__whole_output_cone,arithmetic_shifted_add_w2,rewrite,whole_output_cone,b_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__rewrite__whole_output_cone,arithmetic_shifted_add_w2,rewrite,whole_output_cone,b_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__rewrite__whole_output_cone,arithmetic_shifted_add_w2,rewrite,whole_output_cone,a_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w2__rewrite__whole_output_cone,arithmetic_shifted_add_w2,rewrite,whole_output_cone,a_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w3__identity__ground_truth_region,arithmetic_shifted_add_w3,identity,ground_truth_region,a_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w3__identity__ground_truth_region,arithmetic_shifted_add_w3,identity,ground_truth_region,a_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w3__identity__ground_truth_region,arithmetic_shifted_add_w3,identity,ground_truth_region,a_2,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w3__identity__ground_truth_region,arithmetic_shifted_add_w3,identity,ground_truth_region,b_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w3__identity__ground_truth_region,arithmetic_shifted_add_w3,identity,ground_truth_region,b_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w3__identity__ground_truth_region,arithmetic_shifted_add_w3,identity,ground_truth_region,b_2,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w3__identity__whole_output_cone,arithmetic_shifted_add_w3,identity,whole_output_cone,a_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w3__identity__whole_output_cone,arithmetic_shifted_add_w3,identity,whole_output_cone,a_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w3__identity__whole_output_cone,arithmetic_shifted_add_w3,identity,whole_output_cone,a_2,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w3__identity__whole_output_cone,arithmetic_shifted_add_w3,identity,whole_output_cone,b_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w3__identity__whole_output_cone,arithmetic_shifted_add_w3,identity,whole_output_cone,b_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w3__identity__whole_output_cone,arithmetic_shifted_add_w3,identity,whole_output_cone,b_2,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w4__identity__ground_truth_region,arithmetic_shifted_add_w4,identity,ground_truth_region,a_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w4__identity__ground_truth_region,arithmetic_shifted_add_w4,identity,ground_truth_region,a_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w4__identity__ground_truth_region,arithmetic_shifted_add_w4,identity,ground_truth_region,a_2,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w4__identity__ground_truth_region,arithmetic_shifted_add_w4,identity,ground_truth_region,a_3,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w4__identity__ground_truth_region,arithmetic_shifted_add_w4,identity,ground_truth_region,b_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w4__identity__ground_truth_region,arithmetic_shifted_add_w4,identity,ground_truth_region,b_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w4__identity__ground_truth_region,arithmetic_shifted_add_w4,identity,ground_truth_region,b_2,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w4__identity__ground_truth_region,arithmetic_shifted_add_w4,identity,ground_truth_region,b_3,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w4__identity__whole_output_cone,arithmetic_shifted_add_w4,identity,whole_output_cone,a_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w4__identity__whole_output_cone,arithmetic_shifted_add_w4,identity,whole_output_cone,a_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w4__identity__whole_output_cone,arithmetic_shifted_add_w4,identity,whole_output_cone,a_2,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w4__identity__whole_output_cone,arithmetic_shifted_add_w4,identity,whole_output_cone,a_3,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w4__identity__whole_output_cone,arithmetic_shifted_add_w4,identity,whole_output_cone,b_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w4__identity__whole_output_cone,arithmetic_shifted_add_w4,identity,whole_output_cone,b_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w4__identity__whole_output_cone,arithmetic_shifted_add_w4,identity,whole_output_cone,b_2,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_shifted_add_w4__identity__whole_output_cone,arithmetic_shifted_add_w4,identity,whole_output_cone,b_3,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_signed_add_w2__balance__whole_output_cone,arithmetic_signed_add_w2,balance,whole_output_cone,b_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_signed_add_w2__balance__whole_output_cone,arithmetic_signed_add_w2,balance,whole_output_cone,b_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_signed_add_w2__balance__whole_output_cone,arithmetic_signed_add_w2,balance,whole_output_cone,a_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_signed_add_w2__balance__whole_output_cone,arithmetic_signed_add_w2,balance,whole_output_cone,a_1,data_operand,data_operand,0.800000,true,inferred_bus_mode
arithmetic_signed_add_w2__compress2rs__whole_output_cone,arithmetic_signed_add_w2,compress2rs,whole_output_cone,a_0,data_operand,data_operand,0.800000,true,inferred_bus_mode
